Ax,Ay,Az
1662,6112,15896
-412,-3741,-10504
3076,-1923,18294
-1273,5012,2677
700,-6077,12672
695,4183,-7537
395,-4038,14946
-1976,5220,-377
3705,-7510,-1024
-2936,8947,4815
4207,-11050,11922
-1974,12227,676
1421,-9958,-2134
-2625,8340,17454
1617,-3852,-11633
-1870,1974,7032
2751,-9876,635
-2946,7611,15359
-515,-7841,-10699
1172,7612,19347
-830,-6956,1909
221,8698,12579
1203,-9772,-7487
376,8674,16496
-1982,-4142,-11981
3431,-5,15241
-3180,1393,-2494
3812,1854,13371
-1716,-3294,-10267
1233,-243,17814
-1998,4191,-3440
2897,-8079,5123
-1636,9190,-5026
975,-8960,15222
-337,6871,-280
3024,-7445,1577
-3854,7913,15793
2800,-7642,5902
-2906,9347,-1155
1765,-1739,1642
-1970,3950,15462
1342,-6890,-11728
-702,9567,15410
1218,-11097,-1385
-3496,11457,12502
1829,-9125,-10251
1696,8704,18689
-1647,-5360,-5066
2569,4591,5131
-1068,-7025,3021
516,8976,13911
-442,-6355,-10670
2942,177,20796
-3956,2703,756
2857,-2950,11677
-2832,50,-7156
1472,-541,17636
-2124,3341,-5050
1900,-6485,3843
-3467,9687,317
2756,-10867,14477
-1214,10859,-3025
933,-8571,2574
-3797,8700,13863
2650,-5988,-9476
-3089,5838,3996
2944,-8220,4299
-2541,9606,13054
632,-6997,-10338
273,964,21282
277,1824,475
-1063,-1751,11025
2432,-1358,-6796
268,8897,18263
-1867,-6127,-6421
2214,2483,5492
-3499,-2896,-968
2099,6402,14989
-968,-7108,-4206
820,2580,19871
-3985,2254,-7774
2947,-6688,8171
-3350,6538,-5381
2899,-4996,16630
-2283,3948,-4425
1067,-6061,6968
-112,8114,11791
566,-8922,8881
-2417,10013,-4245
999,-9604,5553
-2247,8688,11669
2875,-6654,-9994
-1116,3356,14247
3088,-4281,2347
-3534,7686,9661
2255,-8037,-9422
1118,3494,20235
-678,1560,-8848
1496,-5989,8803
537,5398,-5176
-1024,-3338,16884
-768,2865,-5629
2558,2618,8852
-3677,9,10313
2733,718,9783
-2157,-3958,-5091
762,3043,6930
-2301,1322,10129
3282,-4980,8545
-1329,8883,-2965
3602,-8628,15600
-3433,7613,-6254
2251,-6539,7651
724,7997,9175
-369,-7631,-5726
1054,8762,675
2779,-10786,8159
-1652,10432,9769
1859,-8417,-8458
-1065,3460,21537
1174,-1005,591
-2050,1978,8047
3017,-5203,-5315
-184,4162,19187
-1542,600,-9755
962,-4392,10055
-3022,8280,-3715
-33,10053,15732
-196,-9513,-7182
959,5318,9363
-3922,152,7430
3502,-4213,-4254
-3682,2835,-462
2683,-143,9393
-1273,718,8508
2225,-4469,12363
-1554,7396,7527
1420,-8730,11394
-2323,8737,-6401
3052,-8009,9701
-442,7596,6876
-1313,-7673,-6952
582,6076,11042
-2584,-8134,6614
-706,10889,6093
2135,-9982,-7272
-267,6089,20229
223,-555,-11366
149,-3251,9380
1868,1494,-3629
-2284,1406,16971
-1025,-344,-8622
2098,-3923,13978
-2595,6934,6220
2025,-8352,11972
-968,7886,-6831
433,-7168,11057
-2157,7087,5131
4013,-3150,-5657
-2051,6566,9701
4466,-4824,8030
-2801,3208,4851
2024,-4052,-6224
-839,6548,19780
544,-8454,-11783
-389,10133,-2386
2180,-11390,11692
-2584,9621,5755
-1020,-8598,-4996
1888,5821,20070
-2188,-4082,2185
1684,5719,4257
-431,-8146,-2938
-998,6984,18657
-723,-1706,-11686
-38,-2421,13503
-1588,5496,-4152
-1940,-3332,15066
652,1644,-9233
1374,-3195,13976
-3106,6042,2014
3554,-8511,573
-3016,10254,-3280
1998,-11207,12650
-552,9153,4286
2921,-8423,-3602
-2983,6501,19228
2150,-7111,2942
-2842,5669,2855
2689,-5307,-1972
-1269,5913,18144
-319,-7721,-11957
-225,8333,14336
-973,-10562,-3885
-2471,12243,14688
990,-10170,-3732
1530,7956,18493
-2761,-2952,-11911
3380,553,7911
-2605,-2919,-706
1728,5884,16001
-439,-3605,-10408
1447,-2039,18143
-1308,5128,2821
810,-6198,12722
648,4380,-7498
361,-4189,14800
-2002,5342,-100
3734,-7512,-1268
-2894,8879,5120
4232,-10973,11777
-2033,12254,833
1423,-1326,-2409
-2519,4836,17608
1586,-8364,-11724
-1850,9767,7114
2734,-10007,432
-2978,7714,15398
-565,-7890,-10671
1201,7511,19143
-912,-6816,4803
301,8572,212
1158,-9732,308
352,8595,16644
-1978,-4062,-11985
3475,-195,15284
-3161,1604,-2510
3880,1560,13458
-1739,-3134,-10190
1274,-424,17669
-2073,4247,-3180
2932,-8114,5059
-1639,9242,-5039
955,-9024,15153
-359,6951,-135
3068,-7456,1321
-3837,7914,15902
2756,-7519,5709
-2894,9275,-1030
1844,-9909,1394
-1934,8870,15591
1248,-4763,-11816
-685,634,15375
1105,190,-1626
-3462,3154,12659
1794,-9190,-10260
1708,8665,18537
-1708,-5259,-4794
2670,4423,6268
-1096,-6934,-5258
553,8874,15791
-397,-6228,-10640
3007,41,20750
-3931,2804,749
2900,-3158,11911
-2848,263,-7176
1580,-738,17564
-2103,3456,-4793
1780,-6530,3677
-3440,9732,524
2867,-10916,14301
-1237,11036,-2810
913,-8623,2252
-3754,8747,14086
2567,-5812,-9716
-3029,5610,4214
2942,-7922,4008
-2568,9547,13155
544,-6880,-10482
346,791,21121
182,2034,507
-991,-2019,11141
2354,-9883,-6894
286,8873,18118
-1852,-6039,-6108
2319,2270,5103
-3521,-2584,-637
2276,6039,14877
-1045,-6917,-3901
847,2321,3878
-3924,2363,-7392
2876,-6856,8047
-3287,6796,-5394
2940,-5396,16597
-2366,4237,-4071
955,-6191,6557
-11,8200,12098
2908,-8854,8634
-2515,10093,-4056
1050,-9647,5138
-2260,8821,12029
2744,-6463,-10263
-1064,3170,14331
2937,-3859,1785
-550,8085,-5908
872,-6779,7076
-4036,8128,9722
3324,-7463,-6319
-3598,8467,1112
2846,-10427,7618
-1792,10442,10215
1717,-8258,-8843
-872,3136,21553
1026,-594,445
-1948,1503,8480
2958,-4750,-5535
-108,3700,19138
-1603,867,-9348
1132,-4621,9464
-3134,8548,-3444
250,-8011,15713
-274,6805,-6755
901,4958,8687
-3994,429,8170
3481,-4615,-4778
-3692,3353,28
2711,-820,8873
-1459,1228,9088
2065,-4684,-7923
-1355,7551,8171
1265,-8852,11032
-2220,9047,-6143
3035,-8290,9106
-355,7844,7613
-1429,-7555,-7542
740,5662,11687
-2815,-7533,5896
-3174,10479,6630
2194,-9705,-7772
23,5725,20287
59,-173,-11075
381,-3730,9356
1686,2144,-3918
-2092,638,17011
-1005,138,-8194
2146,-4190,13128
-2789,7125,6888
2269,-8610,11702
-1199,8344,-6581
446,-7643,10381
-2161,-528,6120
3971,-3462,-6373
-1871,7058,10588
4391,-5642,7294
-2924,4086,5585
2095,-4576,-6817
-498,6933,20075
371,-8321,-11544
-12,10042,-1874
1963,-11451,10967
-2416,9974,6615
-1053,-8670,-5846
1999,5457,20449
-2460,-3453,1703
1915,5026,4978
2924,-7608,-3499
-838,6528,18856
-974,-1183,-11410
200,-2872,12869
-1935,6195,-4274
-1620,-4288,15305
450,2612,-8860
1326,-3767,13048
-3328,6370,3205
3578,-8515,-404
-3277,10214,-2701
2219,-11459,12006
-689,9475,5319
2833,-8644,-4580
-2689,6185,19881
2017,-7591,2418
-2749,6496,3873
2794,-6025,-2673
-1089,6367,18557
-598,-7826,-11753
-100,7890,13808
-1469,-10128,9665
-2101,12135,3166
736,-10267,-4779
-1595,7632,19063
950,-2300,-12021
-975,-524,8462
2473,-1680,-1610
-2843,4783,16321
-930,-2731,-10132
1666,-2543,17123
-1678,5691,3603
1144,-6934,12688
217,5433,-7419
372,-5111,13851
-2016,5817,1335
3903,-7718,-2546
-2667,8409,6367
4439,-10688,10872
-2232,12236,1974
1613,-10188,-3530
-2098,5307,18397
1273,-8495,-11895
-1419,10004,7842
2636,-10619,-533
-2959,8383,15892
-743,-8167,-10386
1447,7149,18237
-1240,-6095,3973
704,7862,1377
694,-9377,-773
359,8263,17313
-1969,-3351,-12053
3716,-836,14884
-2905,2863,-3307
4163,101,14007
-2015,-1729,-10014
1617,-1267,16642
-2370,4800,-1625
3163,-8358,3688
-2171,9745,-4615
1386,-9993,14444
-334,7747,1276
3106,-7879,-324
-3613,7520,17132
2663,-6874,4813
-2939,8612,251
2116,-9781,273
-1732,8611,16589
744,-4100,-11982
-565,9304,15285
380,-11181,-2501
-3227,12014,13441
1532,-9625,-10205
1695,8564,17660
-2060,-4480,-3202
2950,3138,5021
-1638,-5594,1576
1005,8010,14781
-349,-5400,-10808
3049,-697,19981
-3819,3679,1330
2768,-4280,12281
-2908,1743,-7398
369,-1983,16649
-1987,4135,-3283
3102,-6944,1902
-3362,9564,1997
3434,-11163,13585
-1512,11598,-1589
1059,-9169,629
-3442,8669,15352
2256,-5194,-10517
-2645,4396,5237
2878,-6865,2782
-2779,8848,14047
103,-6222,-10656
665,39,20668
-123,2800,843
-582,9677,11788
2002,-9970,-7160
362,8947,17537
-1899,-5482,-4822
2701,1504,3666
-3461,-1250,532
2871,4723,14322
-1266,-5817,-10155
923,1511,19228
-3736,3002,-6260
2321,-7342,7227
-557,7690,-5406
46,-6580,16235
-502,5069,-2950
2862,-6584,4927
-3945,8148,13337
2919,-8557,7788
-2639,9983,-3196
1248,-9865,4005
-2196,8903,13239
2315,-6064,-10807
-944,2376,14910
2420,-2689,774
-3631,6184,10855
2153,-6960,-9876
1437,2463,19831
-1027,2304,-7526
1954,6783,8135
-7,-9072,-5382
-445,10032,16586
-602,-7522,-4232
2741,1662,6797
-3860,1042,11906
2871,-714,8757
-2466,-2493,-4151
1018,1697,18661
-2276,2072,-7490
2804,-5589,6821
-1083,9328,-1920
3033,-9643,15273
-3573,8974,-5084
2226,-7362,5679
1177,8360,11061
3175,-7110,-7285
-3555,7813,1945
2903,-9964,6700
-2025,10311,11123
1439,-7995,-9375
-504,2507,21614
805,103,259
-1737,530,9373
2898,-3792,-5980
23,2920,19037
-1722,1400,-8606
1440,-5040,8437
-3303,8980,-2879
803,-8772,15581
-471,-8779,-6131
846,4336,7432
-4080,982,9400
3343,-5247,-5929
-3644,4370,803
2801,-2020,7963
-1680,1989,9934
1799,-5092,10373
-977,7781,9094
1081,-8992,10533
-2026,9430,-5716
2996,-8740,8159
-147,8113,8751
-1566,-7419,-8281
-1458,5061,12488
3954,-6772,4958
-3269,9842,7461
2263,-9455,-8209
360,5219,20404
-108,202,-10639
641,-4349,9375
1448,2979,-4339
-1824,-340,17060
-954,868,-7640
2263,-4518,12211
-3041,7445,7655
2365,-8767,11322
-1431,8831,-6303
535,5137,9600
-2199,-76,7028
3860,-3822,-7105
-1728,7553,11223
4260,-6385,6440
-3041,4981,6236
2177,-5024,-7354
-189,7177,20242
183,-8239,-2889
212,9846,-1303
2516,-11378,10403
-1076,10110,7351
2506,-8649,-6504
-1979,4987,20792
1607,-2895,1361
-2534,4363,5774
3051,-7167,-3926
-680,6027,19094
-1115,-795,-11106
323,-3218,12321
-2212,6715,-4167
-1240,-5096,15451
344,3496,-8577
1156,-4236,12266
-3516,6690,4143
3577,-8435,-1380
-3386,10110,-2167
2326,-11402,11418
-811,-1232,6061
2697,-3449,-5303
-2441,6519,20204
1858,-7943,1945
-2703,7098,4543
2882,-6552,-3122
-926,6653,18764
-810,-7819,-4588
58,7493,8641
-1711,-9774,9058
-1828,11906,3866
614,-10283,-5352
1357,7276,19394
-3189,-1899,-11932
3543,-1079,8726
2400,-1054,-2068
-2749,4135,16546
-997,-2199,-9834
1736,-2881,16508
-1887,6028,4125
1367,-7291,12552
-57,6047,-7336
392,-5590,13230
-2024,6170,2167
3969,-7749,-3308
-2550,8133,7161
4481,-10390,10255
-2358,12154,2625
1714,-10232,-4253
-1813,5623,18762
1096,-8551,-11992
-1193,10199,8200
2556,-10964,-1093
-2884,8716,16139
-860,-8331,-10269
1529,6886,18648
-1496,-5683,3505
957,7436,1977
456,-9218,-1286
366,8059,17742
-2010,-2991,-12053
3841,-1229,14655
-2778,3505,-3495
4328,-699,14298
1144,-984,-9903
1606,-1692,16128
-2547,5086,-847
3271,-8415,3069
-2355,9919,-4356
1556,-10301,14097
-352,8081,1888
3059,-8040,-1003
-3529,7428,17605
2517,-6504,4371
-2952,8317,713
2252,-9603,-170
-1669,8516,16929
521,-7393,-12026
-489,9148,15201
153,-11175,-2854
-3124,12122,13705
1440,-9775,-10140
1685,8482,17275
-2192,-4208,-2608
3048,2654,4551
-1841,-5142,1130
1125,7713,15009
-341,-5145,-10747
1052,-935,19682
-684,3919,1551
24,-4609,12392
1434,2154,-7434
368,-2370,16420
-1950,4301,-2800
3236,-7076,1446
-3282,9512,2428
3591,-11195,13341
-1588,11770,-1248
1118,-9326,190
-3314,8703,15754
2162,-4968,-10767
-2557,3959,5630
2896,-6438,2397
-2830,8620,14293
39,-7214,-10681
780,8042,20467
-267,-7950,924
-453,9575,12000
1899,-9988,-7237
351,8949,17283
-1909,-5234,-4299
2853,1217,3040
-3427,-723,1050
3064,4155,12106
-1334,-5356,-10208
965,1151,18981
-3660,3210,-5761
2517,-7502,6919
-2901,8013,-5403
2935,-7109,16003
-478,5451,-2438
2904,-6754,4323
-3947,8183,13757
2892,-8445,7420
-2700,9924,-2803
1354,-9901,3519
-2163,8918,13655
2149,-5845,-11009
-885,2064,15083
2200,-2196,254
-3599,5646,11238
2124,-6595,-9960
1500,2129,19674
-1134,2539,-7052
2071,6336,7848
-242,-8650,-5367
-259,9832,16485
-555,-7307,-3707
2767,1396,6145
-3899,1409,12446
2911,-1158,8387
-2552,-1975,-6615
1088,1292,18485
-2221,2370,-7013
2603,-5773,6186
-1037,9457,-1388
2787,-9902,15068
-3579,9454,-4728
2205,-7617,5060
-4007,8476,11581
3092,-6882,-7841
-3450,7412,2408
2907,-9600,6138
-2145,10195,11523
1261,-7858,-9602
-302,2175,21582
696,444,345
-1590,32,9736
2794,-3318,-6150
120,2373,18893
-1738,1643,-8198
1583,-5273,7823
-3380,9109,-2485
1066,8323,15525
-570,-8537,-5684
829,3965,6836
-4069,1221,9979
3267,-5554,-6371
-3614,4777,1216
2821,-2596,16928
-1787,2412,-6145
1659,-5285,9710
-785,7944,9637
2703,-8995,10141
-2030,9645,-5389
711,-8914,7572
-2276,8276,9362
3455,-7259,-8686
-1418,4745,12965
3794,-6264,4345
-3368,9441,7946
2239,-9194,-8575
536,4787,20407
-239,545,-10365
856,-4765,9276
1308,3519,-4528
-1687,-1053,17036
-923,1269,-7216
2291,-4777,11406
-3203,7529,8310
2537,-8921,11004
-1627,-5768,-6019
561,4617,8992
-2231,212,7770
3774,-4077,-7533
-1604,7852,11805
4155,-6891,5899
-3145,5538,6760
2193,-5363,10145
7,7395,6588
88,-8111,-3439
373,9758,-973
1704,-11308,9924
-2126,10238,7861
-1054,-8569,-6978
2167,4751,20937
1515,-2493,1150
-2417,3911,6203
3014,-6771,-4246
-545,5682,19074
-1219,-545,-10902
437,-3445,11913
-2375,7021,-4189
-1053,-5550,15547
216,3946,-8304
1175,-4515,11758
-3583,6841,4749
3600,-8397,-1780
-3467,10043,-1908
2402,2204,11116
-875,-941,6462
2645,-3611,-5681
-2267,6652,20440
1770,-8163,1728
-2654,7464,4951
2929,-6812,-3406
-824,6835,4343
-939,-7809,-5015
134,7285,9014
-1878,-9518,8640
-1637,11807,4184
511,-10195,-5705
1286,7181,19534
-3307,-1687,-11913
-595,-1468,8858
2275,-589,-2354
-2692,3667,16589
-1017,-1911,-9669
1817,-3028,16104
-2008,6171,4393
1517,-7555,12521
-207,6431,-7270
394,-5927,12904
-2065,6298,2662
4058,-7825,-3664
-2469,7954,7487
4511,-10274,9941
-2407,12124,2947
1778,-2815,-4503
-1687,5749,18967
1044,-8536,-11958
-1053,10189,8433
2549,-11051,-1352
-2899,8861,16266
-896,-8395,-10157
1598,6824,18810
-1578,-5487,3326
1029,7258,2313
2536,-9063,-1548
-1385,7964,17816
-127,-2832,-12080
-318,-1371,14542
-720,3732,-3700
-2675,-970,14329
1123,-710,-9835
1586,-1831,15916
-2617,5158,-584
3309,-8422,2833
-2423,9929,-4240
1608,-10416,13984
-355,8158,2158
3095,-8054,-1253
-3451,7311,17812
2510,-6405,4241
-2941,8148,1022
2295,-9595,-392
-1614,5040,17108
392,-7481,-12048
-472,9053,15120
-10,-11062,-2924
-3039,12112,13788
1386,-9805,-10122
1651,8458,17096
-2240,-4062,-11451
3093,2440,6725
-1914,-4888,910
1182,7559,15094
-349,-4941,-10731
3097,-1028,19560
-3705,4083,1541
2696,-4829,12457
1367,2425,-7466
351,-2572,16215
-1980,4426,-2498
3305,-7116,1123
-3231,9448,2756
3651,-11210,13162
-1667,11819,-998
1170,-9424,-98
-3238,8654,15967
2088,-4852,-10844
-2499,3798,5746
2880,-6283,2207
-2859,8478,14445
-70,-5803,-10698
781,8024,20374
-313,-7847,1074
-348,9502,12070
1785,-9961,-7264
375,8929,17117
-1941,-5115,-4033
2945,1059,2745
-3395,-526,-1078
3170,3950,12241
-1374,-5175,-10219
994,1017,18855
-3586,3290,-5486
2428,-7575,6753
-2901,8146,-5362
2934,-7297,15972
-446,5579,-2206
2915,-6854,3977
-3915,8141,14032
2888,-8371,7266
-2730,9883,-2674
1393,-9969,3330
-2143,8922,13867
2050,-5782,-11108
-861,1922,15112
2101,-2011,199
-3570,5470,11315
2062,-6412,-10001
1519,1949,19537
-1204,-6211,-6857
2143,6211,7732
-315,-8531,-5418
-194,9824,16390
-559,-7242,-3550
2808,1273,5877
-3936,1504,12629
2877,-1292,8227
-2557,-1826,-6665
1100,1095,18393
-2249,2429,-6852
2080,-5815,6030
-3492,9476,-1338
1843,-10035,15032
-887,9535,-4531
859,-7687,4805
-4044,8479,11828
3034,-6848,-7943
-3443,7279,2596
2942,-9492,6002
-2171,10171,11703
1187,-7755,-9690
-254,2079,21575
675,604,267
-1535,-191,9912
2782,-3115,-6234
153,2218,18831
-1761,1768,-8004
1682,-5337,7624
-3399,-4784,-2359
1195,8164,15447
-618,-8381,-5540
826,3839,6530
-4074,1381,10282
3239,-5709,-6697
-3581,5049,-5072
2863,-2879,16894
-1887,2562,-5987
1591,-5345,9393
-716,7949,9856
913,-9027,10061
-1879,9758,-5308
2954,-9083,7346
-39,8364,9668
3401,-7221,-8843
-1373,4575,13141
3728,-6094,4077
-3379,9267,8114
2270,-9099,-8607
611,4720,20424
-304,636,-10152
938,-4883,9234
1211,3716,-4565
-1628,-1281,17013
-912,1474,-7030
2342,-4828,11235
-3247,7626,8467
2519,2393,10861
-1698,-5556,-5923
577,4486,8776
-2249,363,8017
3686,-4176,-7753
-1609,8046,11907
4089,-7119,5538
-3193,5845,-7394
2208,-5489,9826
98,7466,6900
25,-8061,-3821
492,9569,-683
1534,-11240,9680
-2026,10287,8136
-972,-8597,-7180
-1689,4524,21063
1455,-2293,1050
-2397,3621,6499
3042,-6596,-4384
-508,5461,19142
-1274,-377,-10715
518,-3583,11626
-2471,7197,-4054
-857,-5912,15564
166,4368,-8121
1108,-4755,11413
-3641,6947,5179
3591,-8319,-2250
-3493,9988,-1621
2468,1795,10796
-939,-600,6853
2584,-3761,-6037
-2152,6828,20595
1728,-8256,1600
-2590,7727,5299
2949,-7015,11264
-747,7003,4837
4049,-2363,-4146
-2351,5415,8210
4551,-3237,9464
-2517,1487,3434
1827,-3113,-4981
-1467,6005,19193
894,-8523,-12007
-865,10262,-3234
2412,-11204,12666
-2790,9150,4268
-941,-8458,-3615
1671,6539,19202
-1791,-5018,2884
1259,6752,2936
94,-8811,-2012
379,7667,18133
-339,-2498,-11934
-232,-1709,14230
-1005,4289,-3818
-2450,-1765,14601
963,24,-9624
1505,-2312,15261
-2807,5443,322
3386,-8499,2228
-2600,10074,-3932
1715,-10712,13566
-402,8484,2923
3063,-8200,-2065
-3309,7060,18264
2418,-5938,3784
-2895,7744,1595
2383,-4283,-962
-1492,5379,17459
135,-7539,-12073
-427,8892,14843
-310,-10962,-3345
-2870,12223,14084
1244,-9958,-9998
1637,8278,16463
-2430,-3652,-11686
3210,1732,7192
-2186,-4163,316
1411,6940,15435
-340,-4482,-10629
3098,-1450,19014
-3551,4499,2065
349,-5344,12579
1084,3146,-7447
377,-3191,15703
-1967,4775,-1534
3516,-7320,190
-3132,9273,3684
3956,-11149,12653
-1778,12050,-216
1276,-9705,-1081
-2982,8564,16709
1849,-4372,-11272
-2199,2954,6423
2832,-5377,1379
-2937,7079,14846
-290,-7573,-10732
974,7860,19837
-618,-7425,1365
-65,9164,12398
1515,-9937,-7396
382,8848,16537
-1958,-4654,-2978
3201,498,15356
-3296,409,-1826
3502,2903,12798
-1534,-4325,-10238
1110,367,18352
-3365,3719,-4481
2200,-7883,6050
-1259,8683,-5220
629,-8205,15573
-373,6249,-1193
3007,-7180,2745
-3890,8080,14956
2845,-8021,6510
-2814,9631,-1799
1626,-9972,2346
-2025,8933,14787
1638,-5242,-11485
-783,1249,15328
1593,-10964,-841
-3537,11122,12075
1936,-8810,-10175
1626,8732,19038
-1474,-5673,-5776
2402,5270,6886
-735,-7645,3705
218,9314,13411
-441,-6694,-10457
2877,601,21040
-3926,2232,545
2901,-2322,11393
-2711,-701,-6974
1356,63,17945
-2163,2978,-5757
2174,-6218,4730
-3470,9587,-235
2407,-10524,14643
-1096,10347,-3627
869,-8225,3427
-3868,8672,13067
2787,-6324,-8942
-3239,6387,3503
2922,-8665,4881
-2419,9823,12577
790,-7278,-10176
76,1349,21363
383,1417,304
-1209,-1229,10647
2543,-1990,-6632
256,1197,18483
-1851,-6394,-6945
2036,2889,6189
-3487,-3539,-1385
1801,6959,15132
-879,-7581,-4619
841,3019,5007
-4003,1921,-8248
3064,-6373,8488
-3470,6010,-5265
2898,-4285,16745
-2142,3493,-4931
1221,-5833,7819
-305,8124,11121
681,-8989,9252
-1572,9992,-4563
878,-9467,6060
-2281,8655,11047
3024,-6808,-9688
-1188,3743,13927
3300,-4805,2822
-3496,8230,9229
2219,-8394,-9229
1002,3842,20259
-572,1333,-9244
1326,-5709,8933
748,4926,-5008
-1206,-2828,16904
-825,2480,-6014
2515,-5337,9458
-3543,-385,9816
2727,1156,10095
-2028,-4443,-5301
694,3413,7414
-2273,1014,9599
3415,-4756,-8755
-1378,8659,-3161
3756,-8236,15596
-3373,7122,-6530
2252,-6259,8232
601,7870,8586
-290,-7728,-5167
905,9054,230
1166,-10903,8559
-1513,10408,9344
1971,-8428,-8154
-1234,3775,21398
1217,-1355,659
-2148,2473,7615
3024,-5552,-5058
-281,4517,19185
-1444,334,-9993
834,-4200,10438
-2856,8053,-3760
-228,-7114,15649
-105,-9640,-7404
1002,5535,9847
-3818,-81,6838
3539,-3919,-3701
-3622,2366,-727
2626,338,9727
-1221,351,8066
2329,-4281,12872
-1712,7233,7041
1447,-8655,11625
-2422,8508,-6506
3032,-7801,10163
-542,7476,6312
-1277,-7744,-6485
480,6378,10695
-2472,-8445,7026
-928,11127,5714
2091,-10002,-6921
-481,6373,20071
335,-835,-11513
-15,-2818,9294
1958,1049,-3348
-2375,1939,16858
-1032,-692,-8859
2023,-3750,14405
-2494,6801,5777
1975,-8228,12095
-806,7649,-6908
415,-7003,11453
-2124,6955,4590
4015,-7809,-5236
-2137,7149,9321
4511,-4389,8424
-2756,2686,4398
1978,-3795,-5841
-1048,6388,19656
630,-8494,-11824
-497,10181,8907
2256,-11394,11960
-2666,9481,5321
-1022,-8565,-4544
1859,6070,19759
-2062,-4400,2397
1542,6048,3864
-274,-8329,-2637
409,7231,18454
-596,-1932,-11744
-55,-2149,13768
-1374,5092,-4154
-2112,-2787,14978
755,1073,-9350
1422,-2843,14476
-2989,5840,1382
3456,-8501,1140
-2900,10209,-3446
1944,-11070,12956
-487,8956,3853
2958,-8403,-3067
-3088,6728,18926
2269,-5379,3209
-2850,7125,2485
2559,-4973,-1630
-1363,5727,17924
-166,-7666,-11992
-299,8469,14518
-792,-10668,-3660
-2610,12205,14442
1090,-10108,-3280
1546,8055,18136
-2643,-3189,-11858
3343,911,7731
-2478,-3257,-438
1656,6180,15748
-414,-3869,-10466
3064,-1832,18381
-1238,4914,2515
643,-5969,12666
796,4008,-7457
366,-3895,15052
-1993,5152,-527
3696,-7460,-771
-2988,8975,4632
4131,-11068,12079
-1937,12214,577
1401,-9887,-1905
-2707,4640,17318
1689,-8318,-11498
-1980,9615,6910
2743,-9747,694
-2956,7532,15263
-464,-7769,-10688
1144,7670,19379
-807,-7033,1724
192,8810,-54
1240,-9787,504
388,8719,16321
-1981,-4236,-11981
3397,34,15322
-3191,1297,-2422
3789,1886,13251
-1725,-3448,-10214
1191,-201,17771
-3125,4085,-3601
2893,-8061,5288
-1531,9065,-5015
881,-8871,15275
-345,6723,-412
3049,-7395,1750
-3846,7890,15721
2819,-7663,5946
-2889,9349,-1173
1759,-9979,1705
-1920,8861,15420
1362,-4909,-11649
-753,825,15356
1190,-69,-1311
-3461,3468,12465
1829,-9032,-10190
1673,8711,18634
-1624,-5308,-5018
2593,4689,6455
-1021,-7073,-5327
445,9057,15764
-404,-6325,-1785
2961,225,20760
-3950,2684,701
2841,-2896,11604
-2747,30,-7115
1498,-502,17559
-2097,3302,-5047
1862,-6458,3854
-3478,9656,274
2718,-10796,14389
-1212,10731,-3022
934,-8529,2615
-3780,8647,13792
2665,-6028,-9411
-3070,5808,4078
2980,-8229,4302
-2556,9571,13041
623,-7061,-10295
277,952,21229
257,1809,504
-1021,-1772,11046
2416,-1349,-6747
303,8896,18221
-1873,-6122,-6348
2216,2571,5497
-3506,-2889,-922
2129,6381,14902
-951,-7070,-4176
832,2613,4205
-3972,2278,-7690
2903,-6650,8134
-3324,6610,-5390
2900,-5038,16513
-2283,4047,-4372
1013,-6019,6936
-108,8178,11766
521,-8913,8799
-2440,10058,-4189
992,-9656,5456
-2254,8722,11688
2857,-6708,-10016
-1109,3323,14284
3085,-4271,2182
-3525,7624,9727
2245,-8040,-9389
1160,3447,20190
-689,1575,-8785
1527,7826,8742
549,-9978,-5065
-983,10271,16824
-763,-7997,-5520
2574,2617,8810
-3607,-5,10356
2779,717,9744
-2152,-3907,-4996
781,2991,18943
-2285,1349,-8687
3277,-4967,8476
-1280,8908,-2925
3583,-8631,15526
-3430,7699,-6187
2254,-6546,7577
736,8054,9180
-395,-7583,-5808
1050,8708,689
2756,-10661,8081
-1630,10364,9816
1854,-8332,-8468
-988,3449,21469
1116,-982,540
-2029,1895,8215
3011,-5149,-5342
-158,4042,19181
-1575,642,-9595
1011,-4441,9850
-2990,8310,-3441
86,-7606,15648
-191,6381,-7019
946,-5849,9129
-3907,246,7644
3481,-4366,-4390
-3657,3027,-240
2662,-404,9124
-1354,915,8680
2162,-4534,-7660
-1456,7466,21199
1338,-8805,11187
-2291,8936,-6247
3049,-8165,9359
-399,7750,7212
-1417,-7632,-7216
664,5912,11398
-2702,-7848,6273
-3100,10714,6381
2171,-9814,-7424
-129,5888,20226
186,-446,-11182
220,-3439,9330
1808,1715,-3710
-2185,1054,16964
-1014,-73,-8378
2116,-4081,13588
-2710,7043,6464
2150,-8514,11810
-1045,8147,-6650
448,-7421,10717
-2180,7222,5637
3990,-7778,-6029
-1950,6832,10249
4469,-5258,7559
-2858,3717,5238
2055,-4320,-6554
-641,6787,19905
444,-8413,-11676
-214,10139,-2077
2072,-11450,11241
-2460,9826,6258
-1060,-8645,-5507
1956,5592,20250
-2368,-3731,1877
1852,5325,4668
-600,-7854,-3239
-852,6692,18788
-868,-1422,-11479
129,-2683,13154
-1790,5838,-4207
-1722,-3855,15219
554,2181,-8998
1319,-3510,13435
-3239,6224,2751
3551,-8484,70
-3148,10254,-2943
2125,3990,12236
-600,-2090,4891
2896,-2926,-4136
-2837,6060,19505
