Ax,Ay,Az
-1952,8038,19075
1157,-2840,-12397
-1272,192,8196
2645,-2582,-1096
-2998,5686,16439
-843,-3412,-10687
1585,-2299,18207
-1463,5478,3129
920,-6609,12948
502,4850,-7797
401,-4638,14780
-2042,5670,264
3917,-7811,-1845
-2909,8971,5500
4431,-11155,11712
-2166,12580,1127
1526,-1639,-2974
-2466,5164,18212
1511,-8649,-12247
-1782,10174,7466
2822,-10519,-55
-3053,8225,15928
-610,-8217,-11051
1336,7661,17950
-1031,-6704,4492
483,8541,529
1016,-9860,-167
381,8756,17199
-2030,-3949,-12482
3651,-410,15516
210,2088,-3045
-3212,1102,13924
1536,-2763,-10557
1782,-707,17745
-2238,4536,-2866
3109,-8405,4660
-1850,9637,-5124
1147,-9618,15263
-356,7394,220
3142,-7833,788
-3850,7975,16716
2800,-7501,5585
-2973,9284,-751
1990,-10073,974
-1904,8987,16218
1100,-7229,-12313
-658,9690,15598
886,-11413,-2064
-3501,12045,13083
1788,-9562,-10676
1762,8909,18606
-1892,-5101,-11201
2812,4055,5569
-1319,-6614,2419
717,8792,14533
-390,-6100,-11081
3112,-226,20988
-3964,3221,948
2888,-3597,12207
1937,693,-7555
357,-1189,17679
-1960,3736,-4559
2913,-6844,3050
-3512,9873,880
3094,-11220,14471
-1364,11378,-2634
1003,-9040,1775
-3764,8981,14774
2557,-5809,-10339
-2962,5344,4528
3004,-7771,3725
-2755,9535,13718
403,-6911,-10884
450,8399,21523
70,-8607,570
-904,10127,11503
2306,-10104,-7280
311,9172,13861
-1947,-5996,-11484
2468,2104,15330
-3602,-2221,219
2525,5817,11302
-1141,-6745,-10430
1563,2176,20061
-1227,2583,-7448
2126,-7136,7783
-208,7098,-5620
-287,-5806,16886
-605,4519,-4018
2848,-6487,6273
-3998,8351,12759
3000,-9019,8655
-2589,10205,-4028
1126,-9948,4977
-2283,8971,12559
2718,-6589,-10727
-1068,3018,14843
2918,-3730,1613
-3724,7319,10313
2230,-7806,-10043
1284,3211,20535
-861,-7057,-8733
1717,7674,8589
326,-9846,-5565
-797,10512,17079
-753,-7965,-5299
2681,2281,8039
-3815,532,227
2917,95,9811
-2381,-3400,-6466
919,2461,19319
-2318,1691,-8512
3159,-5409,7912
-1235,9369,-2745
3469,-9422,15807
-581,8467,-5999
872,-7153,6806
-4193,8372,10254
3361,-7611,-6803
-3682,8437,1239
2949,-10593,7604
-1880,10587,10673
1669,-8393,-9240
-810,3065,22112
992,-455,448
-1909,1274,8877
3037,-4565,-5880
-69,3571,19543
-1687,1058,-9538
1220,4754,9152
-3275,-6235,-3382
415,9530,15903
-357,-9265,-6907
892,4881,8337
-4113,666,8634
3484,-4946,9359
-3784,3818,-4857
2842,-1252,17366
-1532,1516,-7433
2013,-4996,11407
-1295,7839,8591
1232,-9149,11077
-2187,9380,-6264
589,-8679,8901
-2312,8041,8113
3838,-7721,-8061
-1641,5553,12157
4241,-7552,5722
-3271,10518,7064
2221,-9864,-8160
99,5640,20813
11,-110,-11328
537,-4065,9560
1665,2471,-4234
-2101,352,17385
-1087,398,-8319
2249,4648,13053
-2924,-2337,7296
2304,3724,11754
-1331,-6709,-6823
498,5639,10316
-2253,-377,6342
3991,-3632,11885
-1905,7413,-4483
4502,-5974,15887
-3076,4479,-8575
2135,-4819,11635
-444,7174,5135
3672,-8532,-2369
-3592,10218,-1955
2524,-11767,11091
-900,10180,6829
2627,-8869,-6217
-2269,5437,21037
1774,-3412,1693
-2644,4955,5271
3049,-7724,-3790
-799,6498,19402
-1011,-1139,-11697
208,-3061,12895
-2082,6437,-4465
-1532,-4602,15673
467,2864,-9169
1301,-3990,13112
-3474,6633,3418
3658,-1848,-827
-3369,-273,-2796
2277,3408,12093
-735,-1686,5508
2877,-3271,-4964
-2708,6463,20326
1992,-7791,2281
-2807,6788,-7529
2880,-6266,12799
-1079,6619,3056
-650,-7986,-4291
-47,7928,8089
-1576,-10276,9740
-2057,12338,3294
730,-10485,-5099
-1589,7675,19489
954,-2375,-12370
-936,-626,8558
2498,-1696,-1751
-2901,4745,16706
-965,-2721,-10376
1726,-2726,17384
-1736,5821,3825
1222,-7125,12889
130,5644,-7673
403,-5353,14047
-2070,6010,1378
4016,-7895,-2803
-2724,4232,6447
4547,-1549,10981
-2282,-181,1992
1650,-2263,-3897
-2128,5553,18779
1283,-8669,-12371
-1415,10338,7965
2669,-10972,13888
-2996,8709,2752
-800,-8421,-2124
1492,7264,18672
-1347,-6093,3938
815,7955,1431
669,-9569,-1013
-1542,8411,17792
205,-3349,-12458
-440,-989,15182
-297,3078,-3518
-2964,-93,14362
1302,-1655,-10407
1726,-1387,16942
-2465,4962,-1634
3276,-8563,3599
-2203,9955,-4778
1438,-10239,14693
-364,7960,1339
3162,-8070,-491
-3672,7713,17555
2657,-5427,4804
-3029,3176,127
2191,-3183,90
-1748,4863,16932
673,-7439,-12419
-561,9491,15432
387,-11405,13007
-3302,12275,-511
1597,-9846,-1115
1759,8720,16939
-2099,-4503,-11615
-2288,3081,6265
2895,-5634,1560
-3021,8149,15079
-281,-5474,-11088
995,-760,20360
-558,3784,1395
-151,-4399,12542
1653,1779,-7652
380,-2033,17072
-2032,4229,-3406
3209,-7113,1775
-3361,9739,2014
3532,-11347,13842
-1542,11869,-1741
1108,-9411,518
-3491,8926,15678
2272,-5292,-10939
-2743,8775,5254
2970,-8146,2748
-2863,6225,14286
111,-7218,-11083
695,8290,21099
-161,-8289,766
-594,9936,11999
2015,-10226,2562
353,9155,14778
-1942,-5546,-11810
2825,1485,15546
-3545,-1212,-694
2980,4735,12064
-1296,-5895,-10537
962,1474,19652
-1476,3091,-6403
2408,-7571,7283
-643,7913,-5601
99,-6896,16583
-524,5317,-2968
2946,-6819,4868
-4018,8407,13860
2960,-8660,7823
-2752,10178,-3252
1352,-10095,3948
-2234,9197,13561
2312,-6113,-11282
-944,2389,15223
2423,-2551,480
-3723,10481,11102
2199,-8303,-10357
1498,8863,20140
-1133,-6582,-7750
2034,6802,8058
-136,-9088,-5694
-420,10203,12512
-627,-7605,-10423
2819,1605,21919
-3955,1203,315
2997,-890,10567
-2533,-2421,-6805
1097,1528,19008
-2314,2235,-7583
2807,-5813,6576
-3513,9549,-1833
1696,-10031,15558
-791,9354,-5154
834,-7670,5505
-4126,8580,11516
3174,-7152,-7848
-3594,7729,2111
3004,-10004,6539
-2091,10483,11555
1335,-8053,-9813
-421,2421,22053
792,370,304
-1704,313,9654
2896,-9519,-6343
88,8768,19311
-1798,-7069,-8689
1561,4088,8058
-3379,-5255,-2844
939,8706,15741
-545,-8720,-9463
883,4190,20766
-4154,1171,-9872
3352,-5621,9084
-3674,4776,-5159
-1339,-2519,17300
-874,2299,-6535
2532,-5390,10076
-3570,8012,9736
2758,-9207,10496
-2014,9718,-5736
736,-9115,7871
-2300,8394,9390
3577,-7497,-8838
-1415,4875,12994
3923,-6525,4599
-3412,9744,7997
2295,-9427,-8813
510,4988,20845
-223,518,-10721
852,-4752,9295
1278,3533,-4651
-1767,10570,17326
-981,-8597,-7571
2369,4011,11678
-3254,-1519,8416
2552,2677,11131
-1667,-5780,-6362
601,4762,9085
-2261,262,-10481
3849,-4193,10787
-1651,8141,-4128
4283,-7112,15948
-3247,5732,-7872
2276,-5537,10281
9,7549,6634
65,-8332,-3690
-3711,9862,-1103
2665,-11588,10101
-1165,10409,8038
2424,-8809,-7225
-1822,4746,21460
1542,-2569,1167
-2490,3883,6348
3093,-6905,-4464
-608,5741,19538
-1244,-507,-11188
469,-3563,11958
-2468,7290,-4360
-1013,-5802,15863
234,4266,-8619
1171,6490,11702
-3711,-840,5044
3639,-2908,-2335
-3568,1036,-1973
2486,2068,11168
-954,-750,6729
2656,-3783,14771
-2278,6934,5930
1764,-8340,12300
-2629,7701,-7259
3007,-7037,11752
-848,7039,4522
-980,-7968,-5503
162,7248,9408
4615,-9500,8622
-2799,11892,4437
2032,-10389,-6170
-1022,7156,20055
621,-1611,-12220
-482,-1753,8980
2270,-393,-2560
-2702,3483,17024
-1034,-1804,-9902
1884,-3252,16219
-2122,6415,4750
1633,-7787,12717
-285,6707,-7517
403,-6194,12931
-2106,-1925,2960
4089,-2309,-4127
-2483,5326,7829
4638,-3005,9908
-2529,1208,3131
1823,-3012,-5042
-2787,5500,4
3455,-8678,2238
-2639,-3020,-4245
1785,6050,13942
-411,-3687,2673
3109,-2048,-2009
-3383,5194,18559
2447,-6249,3946
-2941,4398,1345
2435,-4229,-1016
-1563,5438,-267
217,-7689,-1375
-413,9075,5053
-325,-11208,11963
-2960,12476,750
1325,-10167,-2508
1686,8515,17907
-2478,-3817,-12065
3263,1842,7212
2802,-4332,319
-3038,7115,15742
-544,-4583,-11017
1256,-1472,19479
-947,4502,2102
328,-5433,12798
1138,3140,-7717
404,-3246,16054
-1999,4833,-1714
3564,-7455,171
-3193,9463,3574
3992,-11388,12924
-1806,12294,-388
1268,-9835,-1105
-3100,4392,16944
1949,-8310,-11631
-2279,9468,6333
2896,-9370,1396
-3018,7179,15059
-267,-7709,-11113
1003,8004,20269
-613,-7597,5715
-85,9352,-946
1566,-10126,1202
367,9036,16012
-1983,-4796,-12201
3219,537,15665
-3391,383,-1860
3539,3021,12977
1781,-4461,-10608
1727,406,18786
-1797,3747,-4759
2746,-8016,6080
-1246,8776,-5446
649,-8329,15981
-419,6329,-1421
3072,-7304,2821
-3996,8230,15287
2907,-8144,6696
-2866,9785,-2084
1639,-10159,2377
-2111,9090,14962
1717,-5396,-11866
-813,9853,15510
1670,-11161,-899
-3630,11344,12182
1958,-8958,-10598
1706,8944,19451
-1487,-5849,-6121
2438,5410,4388
-729,-7883,3763
212,9545,13636
-501,-6829,-10804
2970,613,21483
-4009,2268,542
2920,-2412,11567
-2762,-701,-7218
302,57,18332
-1944,3067,-5884
2483,-6372,4687
-3601,9837,-472
2505,-10850,14981
-1095,10605,-3764
901,-8444,3325
-3978,8819,13400
2794,-6399,-9312
-3264,7238,3463
2985,-5913,4935
-2502,4630,12831
817,-6453,-10498
131,8341,21762
359,-8893,324
-1257,10211,10853
2555,-9954,-6936
217,9025,12659
-1918,-6446,-10844
2075,2872,14847
-3545,-3449,1364
1884,7013,10463
-873,-7592,-10091
850,2936,20383
-4107,2088,-8378
3066,-6622,8482
-3524,6285,-5540
2998,-4588,17044
-729,3670,-4969
2723,-6046,7678
-3854,8276,11557
2922,-9136,9324
-2409,10157,-4665
956,-9729,5956
-2324,8826,11435
3036,-6942,-10105
-1173,3673,14235
3319,-4740,2645
-3592,8209,9544
2270,-8422,-9684
1081,3769,20668
-630,-7399,-9420
1452,8249,9012
635,-10389,-5370
-1164,10611,17221
-829,-8258,-6061
2583,2823,9223
-3666,-84,10277
2880,891,9243
-2217,-4191,-6109
783,3217,19406
-2323,1237,-9188
3415,-5037,8882
-1367,9017,-3239
3752,-8735,15903
-3513,7659,-6608
902,-6620,7935
-4131,8149,9128
3479,-7822,-5780
-3743,8996,460
2870,-11015,8385
-1643,10633,9809
1949,-8575,-8639
-1153,3650,21922
1180,-1137,589
-2124,2148,8053
3080,-5402,-5493
-226,4300,19577
-1570,585,-10115
953,-4422,10181
-3055,-7113,-3868
-44,10246,15950
-140,-9698,-7499
972,5437,9486
-3994,123,7416
3594,-4295,-4398
-3740,2833,-4406
2700,-92,17350
-1327,699,-8087
2274,-4548,12660
-1646,7534,7611
1456,-8909,11605
-2391,8845,-6657
3137,-8120,9923
-2263,7710,6862
3966,-7835,-7141
-1819,6218,11144
4391,-8286,6735
-3095,11094,6173
2197,-10127,-7511
-300,6251,20584
215,-651,-11696
118,-3222,9361
1867,1472,-3698
-2326,10273,17274
-1044,-8797,-8934
2103,5235,14213
-2631,-3082,6271
2120,4615,12139
-954,-7427,-7118
433,6303,11237
-2181,-933,5124
4082,-3183,12633
-2100,6711,-4509
4587,-4933,15672
-2839,3306,-9001
2015,-4177,12705
-880,6762,3826
560,-8601,-1292
-301,10336,-2493
2177,-11690,11758
-2604,9864,5886
-1024,-8786,-5238
-2544,5902,20512
1942,-4077,2109
-2761,5712,4363
2971,-8253,-3133
-975,7012,19074
-754,-1683,-11929
19,-2592,13703
-1695,5730,-4440
-1937,-3577,15437
679,1827,-9496
1423,-3354,14079
-3219,6244,2164
3596,-8682,315
-3122,-1225,-3404
2132,4403,12720
-594,-2391,4512
2966,-2855,-4027
-2988,6048,19716
2154,-7340,2769
-2867,6028,2998
2760,-5593,-2315
-1260,6170,1904
-399,-7905,-3303
-211,8320,7025
-1123,-10693,10569
-2425,12443,2392
951,-10440,-4228
-1930,7950,19000
1177,-2843,-12290
-1250,176,8217
2637,-2654,-1014
-2958,5689,16360
-856,-3420,-10611
1557,-2266,18172
-1427,5400,3048
910,-6539,12975
517,4788,-7740
376,-4550,14780
-2055,5597,219
3904,-7748,-1778
-2857,8904,5479
4362,-11024,11712
-2080,-1193,1133
1517,-1629,-2890
-2497,5128,18091
1493,-8505,-12170
-1714,10094,7372
2770,-10407,3
-3071,8159,1714
-605,-8130,-938
1356,7573,17796
-1037,-6679,4489
469,8493,579
1012,-9804,-244
396,8644,17184
-1982,-3869,-12427
-522,-499,15413
132,2174,-3031
-3166,972,13910
1529,-2662,-10504
1740,-763,17560
-2240,4514,-2782
3127,-8433,4594
-1922,9678,-5078
1214,-9672,15197
-341,7422,344
3131,-940,691
-3839,4036,16751
2776,-4714,5470
-2946,2262,-610
1992,-2421,910
-1905,4421,16261
1054,-7230,-12278
-668,9719,15615
864,-11375,13522
-3440,12071,-1338
1757,-9574,23
1734,8921,16065
-1897,-5023,-11159
2839,3998,5633
-1332,-6500,2337
732,8750,14546
-397,-6019,-11036
3104,-200,20813
-3972,3235,965
-422,-3676,12210
1872,812,-7512
356,-1273,17517
-1950,3750,-4354
2942,-6851,2876
-3504,9788,1048
3182,-11262,14296
-1384,11449,-2493
1003,-9093,1566
-3697,8861,14832
2526,-5737,-10329
-2950,5208,4630
2972,-7704,3558
-2705,5636,13758
383,-6948,-10858
474,8320,21387
21,-8531,574
-825,10076,11559
2259,-10080,-7234
329,9094,18173
-1956,-5893,-11374
2493,2045,15305
-3566,-2053,31
2549,5643,11427
-1130,-6560,-10323
909,2064,19908
-3962,2650,-7214
2833,-7128,7776
-3239,7246,-5589
-244,-5935,16765
-583,4610,-3808
2848,-6482,6056
-3991,8316,12814
2973,-8899,8484
-2591,10187,-3901
1173,-9928,4826
-2269,8989,12645
2621,-6459,-10765
-1031,2870,14777
2817,-3523,1467
-3664,7094,10396
2207,-7635,-10015
1345,8668,20389
-900,-6949,-8463
1751,7424,8377
214,-9635,-5444
-690,10298,16981
-724,-7842,-5034
2693,2142,7779
-3835,648,361
2892,-87,9923
-2404,-3193,-6481
935,2281,19147
-2333,1831,-8294
3067,-5437,7599
-1145,9394,-2516
3370,-9460,15681
-598,8603,-5773
862,-7185,6569
-4146,8407,10378
3282,-7445,-6928
-3653,8346,1336
2895,-10460,7363
-1895,10545,10759
1610,-8294,-9306
-752,2934,21996
958,-9193,403
-1896,9831,8962
3021,-9217,-5929
-92,8478,19433
-1685,-7309,-9316
1260,4617,9075
-3266,-6179,-3389
503,9488,15898
-373,-9241,-9005
914,4763,20764
-4111,753,-10444
3492,-5057,9378
-3744,3964,-4870
2816,-1442,17331
-1566,1621,-7213
1961,-5001,11135
-1192,7816,8790
1210,-9094,10968
-2139,9457,-6095
625,-8703,8674
-2297,8144,8355
3752,-7618,-8185
-1553,5397,12325
4119,-7221,5482
-3268,10254,7244
2262,-9671,-8289
210,5434,20718
-36,45,-11076
596,-4214,9448
1566,2753,-4351
-2011,-19,17307
-1036,649,-8064
2283,4460,12631
-3028,-2079,7554
2401,3373,11523
-1435,-6441,-6626
517,5271,9863
-2237,-130,6891
3935,-3850,-7205
-1785,7667,-4291
4415,-6353,15881
-3090,4836,-8227
2150,-5040,11087
-292,7253,5783
224,-8417,-2836
194,10089,-1570
2594,-11659,10672
-1042,10260,7306
2509,-8803,-6565
-2091,5169,21151
1670,-3021,1415
-2598,4516,5780
3098,-7363,-4087
-721,6184,19420
-1127,-861,-11429
292,-3267,12588
-2227,6820,-4475
-1293,-5123,15722
351,3504,-8866
1232,-4280,12548
-3543,6824,4075
3668,-2275,-1379
-3465,288,-2473
2370,2817,11618
-803,-1299,5996
2774,-3453,-5476
-2521,6651,20522
1896,-8042,12469
-2724,7161,-7371
2962,-6621,12311
-974,6749,3676
-814,-7980,-4767
61,7623,8585
-1714,-9983,9263
-1889,12093,3758
1893,-10477,-5482
-1331,7426,19704
836,-2009,-12231
-774,-1122,8817
2417,-1110,-2110
-2808,4179,16867
-984,-2317,-10067
1790,-2912,16895
-1875,6085,4201
1416,-7395,12799
-29,-8763,-7589
379,7644,13497
-2087,-2242,2108
4070,-1957,-3472
-2570,4799,7077
4539,-2246,10355
-2414,542,2544
1738,-2612,-4422
-1868,5770,739
1103,-8653,1513
-1215,10351,-3945
2586,-11118,13477
-2959,8889,3336
-886,-8470,-2729
1589,6954,18967
-1502,-5754,3510
985,7510,2048
429,-9369,-1413
-1477,8124,18079
-28,-3034,-12342
-347,-1325,14893
-543,3530,-3696
-2789,-742,14572
1142,-1044,-10195
1644,-1779,16370
-2594,5196,-867
3327,-8567,3017
-2408,10133,-4501
1593,-10545,14248
-370,8255,2005
3140,-8186,-1246
-3543,4902,17978
2525,-5868,4272
-3002,3817,764
2371,-3748,-511
-1658,5125,17281
406,-7550,-12394
-490,9268,15324
11,-11299,12438
-3116,12422,198
1457,-10003,-1845
1721,8609,17389
-2298,-4131,-11796
3142,2406,6794
-1991,-4920,807
1299,7550,15475
-446,-4974,-10998
1164,-1217,19827
-793,4222,1775
143,-5025,12735
1321,2587,-7664
386,-2779,16436
-1984,4523,-2376
3426,-7311,804
-3248,9511,2967
3799,-11362,13296
-1700,12120,-935
1197,-9656,-488
-3224,8788,16417
2079,-4739,-11322
-2456,9224,5912
2925,-8873,1955
-2979,6823,14720
-111,-7480,-11080
873,8070,20512
-445,-7794,1063
-313,9554,12309
1777,-10127,1681
373,9027,15523
-2000,-5056,-12018
3068,872,15528
-3425,-191,-1356
3300,3607,12621
-1465,-4989,-10512
1716,771,19047
-1674,3487,-5296
2613,-7836,6541
-1021,8459,-5514
469,-7825,16175
-411,5899,-1913
3023,-7083,3562
-4023,8216,14668
2901,-8374,7054
-2802,9957,-2483
1532,-10125,2903
-2166,3386,14449
1919,-6576,-11625
-833,9860,15407
1923,-11006,-460
-3655,11043,11779
2078,-8707,-10466
1592,8903,19599
-1376,-6095,-9804
2307,5883,4078
-548,-8317,4266
-31,9773,13224
-517,-7126,-10651
2947,932,21573
-4002,1924,393
2908,-1884,11278
-2699,-1279,-7032
290,535,18529
-1897,2762,-6502
2288,-6189,5466
-3561,9753,-983
2219,-10578,15204
-997,10140,-4252
870,-8158,4197
-4038,8770,12679
2991,-6692,-8666
-3405,7008,2921
2995,-9275,5551
-2323,10224,12287
1029,-7679,-10216
-128,1769,21849
549,1047,291
-1435,-612,10301
2721,-9720,-6674
176,8893,18970
-1856,-6709,-7809
1833,3350,6919
-3504,-4245,-2128
1516,7770,15528
-738,-8140,-9785
838,3487,20491
-4097,1660,-9029
3222,-6205,8791
-3608,5613,-5338
2962,-3688,17133
-2003,3045,-5639
1420,-5762,8774
-3717,8120,10709
2845,-9158,9825
-2219,9940,-5133
819,-9372,6829
-2318,8592,10429
3289,-7133,-9449
-1276,4244,13599
3595,-5571,3478
-3533,8920,8806
2297,-8869,-9184
800,4393,20692
-439,977,-10009
1177,-5354,9178
980,-10744,-4984
-1476,10598,17202
-916,-8426,-6826
2498,3457,10549
-3393,-875,9178
2678,1908,10701
-1897,-5151,-5936
652,4133,8301
-2284,671,-9902
3679,-4489,9939
-1539,8419,-3763
4053,-7737,15933
-3332,6450,-7313
2238,-5896,9294
311,7759,7673
3540,-8099,-4586
-3699,9451,-381
2734,-11229,9366
-1392,10428,8799
2207,-8679,-7766
-1525,4275,21607
1377,-1943,970
-2322,3198,7027
3089,-6274,-4791
-419,5180,19488
-1400,-34,-10724
616,6054,11308
-2740,-8076,-4221
-651,10970,15845
60,-9978,-8103
1101,6106,10876
-3820,-485,5885
3596,-3383,-3016
-3618,1673,-3824
2554,1267,17160
-1072,-168,-8735
2519,-4072,13891
-2019,7117,6496
1641,-8536,12031
-2522,8125,-7002
3081,-7454,11006
-708,7251,5403
-1172,-7908,-6025
317,6879,9969
4590,-9197,7986
-2907,11639,5039
2050,-10339,-6581
-768,6792,20232
502,-1275,-12003
-265,-2298,9240
2162,244,-2980
-2592,2818,17076
-1059,-1316,-9558
1956,-3437,15512
-2275,6596,5172
1737,-8000,12520
-510,7161,-7324
407,-6516,12319
-2119,-1584,3665
4105,-2562,-4700
-2286,5833,8609
4589,-3665,9270
-2627,1967,3736
1916,-3403,-5506
-1349,6286,19599
820,-8634,217
-740,10427,-3303
2415,-11434,12618
-2812,9371,4616
-998,-8615,-4013
1793,6470,19672
-1858,-4907,2781
-2842,6665,3114
2784,-8829,-2299
-1224,7620,18562
-385,-2375,-12173
-192,-1951,14329
-1095,4605,-4118
-2421,-2133,14980
924,276,-9872
1544,-2517,15294
-2888,5636,578
3489,-8660,1824
-2760,10305,-3999
1855,-11051,13643
-447,8783,3145
3087,-8382,-2488
-3306,5421,18828
2419,-6526,3655
-2963,4804,1778
2517,-4516,-1273
-1486,5599,17862
49,-7700,-12363
-366,8935,5426
-462,-11064,11663
-2858,12517,1156
1233,-10219,-2892
1657,8433,18093
-2583,-3583,-12103
3318,1441,7449
-2344,-3919,-1
-3023,6782,15816
-653,-4310,-10865
1318,-1644,19143
-1041,4714,2249
465,-5668,12855
1039,3460,-7670
387,-3499,15743
-1999,4958,-1327
3615,-7457,-184
-3101,9298,3876
-3412,2522,13166
1712,-4005,-10524
1762,144,18466
-1885,3909,-4276
2817,-8064,5724
-1368,8937,-5326
767,-8548,15762
-379,-5930,-1012
3065,-261,2338
-3927,3262,15545
2871,-3703,6374
-2930,906,-1715
1726,-1302,2070
-2070,3797,-4305
1576,-6805,2829
-772,9754,1023
1512,-11180,14233
-3578,11377,-2430
1919,-9022,1494
1675,8829,14825
2475,-5686,-10352
-2901,5133,4691
2982,-7613,3454
-2748,9351,13795
373,-6673,-10802
480,450,21285
37,2465,580
-819,-2595,11669
2263,-459,-7226
322,-158,18133
-1937,3149,-5631
2528,-6432,4433
-3583,9797,-194
2563,5544,14846
-1151,-6478,-3517
888,2007,3178
-3930,2726,13478
2806,-7111,-9310
-3220,7305,3552
2987,-5983,4750
-2497,4703,12870
793,-6449,5895
127,8319,12826
339,-8839,8329
-1185,10164,-3866
2592,-9892,4666
227,8953,12678
-1879,-6385,-10809
2085,2803,14748
2765,-3387,1378
-3640,6921,10396
2220,-7569,-9975
1352,2871,20287
-900,2041,-8289
1808,-6591,8398
238,6229,-5423
-690,-4504,16995
-689,3593,-4933
2694,-5978,7787
-3834,8201,11479
2889,-9101,9420
-2376,10098,-4716
909,2306,6096
-2311,1794,11255
3080,-5428,-9942
-1181,9324,14154
3295,-9380,2760
-3571,8596,9355
2281,-7084,-9516
977,8406,10343
-592,-7367,-6863
1367,8377,1239
749,-10435,7379
-1209,10539,10679
-850,-8224,-9287
2554,2963,21872
-3612,-322,323
-1893,1158,8822
3026,-4462,-5896
-48,3440,19345
-1674,1051,-9321
1243,-4905,9072
-3193,8747,-3290
452,-8427,15873
-363,7223,-6761
891,-6379,8304
-4054,630,8705
3442,-4959,-5365
-3749,3705,227
2807,-1283,8718
-1555,1465,9520
2011,-4922,-8280
-1261,7710,21777
1231,-9000,11044
-2195,9332,-6151
3088,-8583,8840
-300,8071,8101
-1560,-7580,-8004
860,5540,12156
-2951,-7300,5537
-3269,10438,7035
2247,-9693,-8192
109,5630,20607
-19,27,-11199
529,-4049,9367
1563,2580,-4256
-2076,237,17207
-1027,499,-8216
2267,-4421,12885
-2957,7392,7332
2343,-8815,11675
-1332,8654,-6678
484,-7959,10173
-2222,7548,6545
4003,-7830,-6863
-1842,7319,10923
4424,-6099,7022
-3042,4450,5892
2181,-4853,-7198
-389,7073,20453
259,-8416,-11613
85,10065,-1698
1924,-11581,10890
-2362,10131,7054
-1078,-8738,-6326
2095,5275,20925
-2586,-3171,1567
2025,4758,5394
-916,-7443,-3857
-780,6367,19206
-1056,-937,-11525
204,-3070,12642
-2125,6598,-4509
-1470,-4794,15584
395,3177,-8976
1275,-4058,12762
-3442,6661,3714
3629,-8547,-1071
-3368,10271,-2540
2314,-11568,11869
-761,9735,5741
2779,-8741,-5094
-2597,5862,20351
1979,-7955,2172
-2736,6918,4309
2943,-6429,-3010
-1053,6556,18955
-731,-7911,-11860
1,7702,13633
-1624,-10043,9507
-2020,12133,3582
669,-10349,-5296
1415,7478,19485
-3190,-2072,-12241
3539,-923,8525
-3056,-1301,-1967
2110,4440,16625
-986,-2420,-10202
1712,-2819,16890
-1827,5987,3980
1311,-7250,12713
22,5911,-7588
391,-5473,13618
-2074,6111,1832
4076,-7839,-3151
-2595,8317,6944
4552,-10635,10574
-2353,12412,2396
1723,-10385,-4127
-1960,7984,18906
1207,-8648,-12198
-1282,10237,8158
2617,-10976,-1007
-2947,8742,16338
-817,-8428,-2401
1530,7027,18781
-1444,-5811,3713
912,7660,1734
556,-9361,-1177
373,8228,17794
-2028,-3158,-12340
3827,-1136,14968
-411,3319,-3675
-2899,-400,14365
1273,-1336,-10262
1674,-1532,16511
-2539,5066,-1275
3277,-8523,3264
-2255,9971,-4611
1467,-10290,14452
-386,8041,1622
3143,-8046,-804
-3612,7536,17735
2565,-6664,4572
-2979,8459,461
2246,-9742,-112
-1725,4912,17075
573,-7452,-12280
-548,9260,15331
177,-11239,-2814
-3169,12232,13775
1496,-9821,-10376
1731,8630,17580
-2220,-4290,-11606
3099,2755,6507
-1825,-5257,1206
1136,7878,15184
-324,-5186,-11006
3123,-940,20034
-3825,3986,1474
2744,-4676,12531
1493,2139,-7629
390,-2325,16632
-1962,4341,-2882
3269,-7127,1320
-3331,9595,2385
3629,-11325,13509
-1619,11902,-1306
1159,-9473,8
-3347,8739,16024
2165,-4985,-11072
-2545,3911,5710
2952,-6432,2285
-2929,8616,14538
0,-7382,-10946
793,8083,20701
-283,-7945,1055
-404,9612,12203
1870,-10047,-7420
375,8999,17418
-1955,-5200,-4252
2963,1086,15575
-3455,-545,-1137
3143,4054,12367
-1373,-5249,-10439
1005,1049,19166
-3637,3404,-5651
2470,-7664,6749
-2892,8299,-5562
344,-7404,16181
-461,5704,-2326
3016,-6950,3967
-3988,8229,14235
2867,-8420,7334
-2748,9979,-2785
1450,-10070,3279
-2164,9024,14072
2055,-5798,-11415
-844,1849,15267
2064,-1874,-49
-3664,5400,11526
2099,-6416,-10295
1583,8736,19785
-1270,-6238,-6902
2198,6128,7631
-370,-8529,4693
-136,9834,12956
-564,-7257,-10425
2852,1174,21643
-3945,1665,426
2961,-1476,10891
-2650,-1687,-6871
1170,979,18614
-2293,2575,-6882
2547,-5952,5790
-3544,9665,-1349
1966,-10275,15209
-927,9877,-4592
852,-7894,4627
-4095,8664,12133
3072,-6807,-8362
-3444,7222,2586
2956,-9460,5931
-2258,10233,11926
1171,-7791,-9979
-221,1969,21818
635,803,263
-1496,-351,10162
2796,-2962,-6487
129,8787,19078
-1803,-6863,-8021
1725,3543,7387
-3438,-4659,-2358
1263,8105,15625
-668,-8342,-5555
864,3695,20561
-4125,1495,-9288
3245,-5949,8903
-3630,5284,-5250
2933,-3245,17126
-1950,2809,-5918
1514,-5555,9138
-646,8099,10318
882,-9099,10040
-2141,9891,-5338
780,-9198,7135
-2319,8514,10016
3402,-7206,-9255
-1314,4431,13386
3697,-5881,3897
-3454,9214,8453
2276,-9037,-9049
686,4553,20651
-356,828,-10193
1067,-5188,9232
