Az
20068
-11262
7271
-15054
23745
17184
14837
3023
-22776
29146
8622
-20010
26648
-23093
-8691
30126
-1780
-5881
-973
19290
-31319
-23507
32430
1874
-9008
3329
-7064
-22022
-24653
18147
9481
17138
-30479
-12209
-9984
-32152
12313
14676
-23102
-13814
21186
24651
-15054
16834
-27684
23859
3685
-14163
-8373
-2421
-21903
22739
-23435
23601
15318
12210
-6309
22494
-29253
-18447
25977
8040
7894
28220
31944
21870
13773
15745
-7616
26318
27367
3750
-29098
12738
19812
6629
28628
15350
20463
3220
25073
25211
-31245
-1466
-12710
-20451
-20168
5439
30254
-8775
13766
-5749
-30220
13647
16706
29535
5528
-32369
-5040
-15768
24315
-11183
-6615
-9125
-11057
30013
5646
11212
-8406
-8773
-27413
14205
-20183
24030
17944
14827
1234
-4514
2523
-32584
7732
-12942
-1616
29112
-11226
17306
-20274
9799
-7122
-13146
-27626
-27703
-1186
-26486
14597
8565
-15012
20990
16521
-27755
-32186
-357
-25485
27954
-30072
-23164
27780
-8589
26946
15967
-28802
-30030
29377
17582
26372
-14400
4466
6374
31338
-8179
25385
-2810
-12662
-18343
14055
-31153
6886
20279
-5315
27820
12792
6975
31376
20190
20106
1175
-26225
-16923
-24661
12226
21909
-13887
-21601
-13398
-5360
-9667
-16136
-3056
23350
3737
20226
-16496
27647
14851
24119
13903
12175
12686
17480
-23633
31513
-20909
-5621
4463
-14661
-29881
30766
21669
-21918
31095
-22193
8250
-1978
3772
-20674
-20153
9345
-9531
7217
9325
-10741
19495
13504
3414
31673
17454
-22915
-10283
27100
20131
7993
-6021
-24316
31501
13466
-31274
9717
8607
-16495
2409
-6508
-27917
-31425
29565
31042
7659
13440
-155
21977
-31593
-9206
20319
-17432
-3938
-17588
-19614
2902
2526
-19113
31849
25637
-5213
13923
-2187
29166
11080
-16420
-10130
30289
24074
-2186
-15754
-20958
-23600
30311
-2565
-19834
-10204
-30117
-5436
17520
9897
17894
-11646
17868
51
-22694
-1226
-25037
11769
23376
-12411
26176
-23962
25381
22079
-8320
-15251
-29998
-8041
30921
-27662
-29006
13285
21112
-29588
13981
20318
3241
20703
29659
24240
9663
31144
6227
7851
29686
-26651
20952
-23611
-30836
31765
6261
27251
-18555
-14421
-30925
-31108
24388
986
10685
27532
12922
-27595
-15338
19677
-21124
26932
4559
-330
14157
15545
-32633
-18197
21836
-26102
-7805
-15010
11731
-23738
-4892
789
-3969
11416
-2976
20252
14406
-18715
556
29595
20404
-3172
16172
-3767
-32562
-15906
14408
-24017
-29369
-15584
-31391
6397
-30755
-12440
24466
-22394
-16409
9345
27847
-15764
26545
28606
-25310
12624
-27963
-2171
21984
27763
-7804
29582
1029
19031
-28861
25039
-10919
-3845
11774
13385
17561
3001
-9828
-32648
15654
-3794
-20940
23778
5013
15461
-16921
-9545
25685
28460
10380
31230
-22548
-2943
30416
2367
-10153
31877
-16925
31107
-4608
-12619
-24737
-11630
-5490
-11505
25793
-28035
-26632
-5473
10037
16675
16760
-20020
2090
16956
17920
-9606
-87
-30954
-4730
-28379
-24551
-11830
-10460
-7081
29868
18556
9755
17665
-15427
29353
17188
14980
-23600
28836
-29873
-5200
-19841
-6929
5976
28448
-9919
4005
31027
-9717
-26290
31223
31912
-14574
-4793
29779
19263
-30843
-16464
-4227
7124
29313
30670
21092
9231
260
-4998
-28159
14287
-8035
-14991
16132
-31446
-7555
-8530
-32534
-26190
-27380
-18332
19527
1576
-22278
18270
-31603
-21857
2730
-20228
-29201
14079
14414
21995
-4398
18212
7851
-10529
10178
2226
6765
25363
29533
13197
19400
-24986
12743
-31072
-3071
-5375
-18886
-31908
-14647
17507
12106
18230
-24335
-434
13707
-234
-5038
15044
-20510
24247
14221
-12956
32225
7667
22132
8146
-11970
-4319
-16564
-5273
21381
3493
28514
-580
-27904
-27502
22486
-13906
-2046
-17190
-28115
-20591
-18508
-8686
21484
27579
-20255
-7510
-4377
-26578
26487
-22332
-15447
29432
23409
-10898
-25712
-8183
-31668
23400
-32047
-4225
23043
-28790
-7382
28036
-10056
-428
20347
-31804
-6265
17638
-26646
-12702
-21121
14380
30744
1138
32168
19688
17303
-14305
31788
-6020
31850
5690
19945
-23428
-32209
1979
11535
-25053
20022
27263
12493
-2391
10193
-6258
-21375
-8628
-27673
-4593
23067
15462
2783
-660
17657
15176
20095
-1094
-6494
-2207
-8840
-6953
-24942
-14549
29697
8116
17757
16944
-7156
-11511
-25991
-6957
17259
-30253
-8925
-1080
-21096
21644
5396
17762
5424
-24925
-26209
-7813
3510
-17216
-32507
10032
2658
26859
31689
17175
-3183
-31947
2305
4935
26870
-7290
-30833
-6841
23247
-13864
-30875
20757
4441
28393
-6178
28234
-15331
13754
-3120
19298
27064
15046
16455
8765
12851
10406
-22860
14777
-645
-4765
20974
6797
16966
-22249
-25826
32277
30334
-7165
-25603
-31414
-20935
-12918
1186
15606
18771
-6598
-22120
19507
1044
-5836
25078
32726
28331
4025
797
-24537
-1446
9691
4565
6710
-24208
-13793
-6357
21313
13520
191
15765
12811
-13035
32288
-15790
-10213
28766
-343
-29074
1489
22968
-32628
10386
3746
-12533
-22388
-20631
-19618
-14854
-14356
21988
24979
4603
-13037
-27027
-25966
1884
-14568
-25955
-30797
-31586
8752
-27467
-10310
-29856
18314
-23546
31741
-31908
21742
3803
-6198
-29081
-5529
1988
-21565
-20218
12937
-9750
-18152
-608
18569
13618
-756
23714
-27124
-2301
14713
-3853
-15949
-19998
25054
1403
-15701
1253
-21107
-30337
31128
12056
14660
18544
-16422
-12493
-31685
16647
-3468
-15751
-18665
8638
-23577
27891
23661
-2805
-7952
20439
1375
20511
-8926
-11381
17295
32435
27653
11177
1244
13635
20865
-25645
-551
13424
474
23431
22189
9207
6664
-6221
25768
18931
16752
18636
474
15165
6531
6068
16410
-172
-23608
-1626
24443
-7683
10179
19902
22668
18647
-7273
18332
5846
-25023
6012
-322
-20820
-3670
-25075
-19523
13899
7727
27407
27571
-24951
-23625
-29
-13390
23100
13262
32630
29649
6128
-7615
-23731
-18176
8905
-16991
-15256
-28238
-8298
21066
-24765
-16436
24132
28901
13885
-29762
31754
20084
-10853
-2099
10387
21324
-14243
-27466
-324
-11533
-28794
-30220
-4238
15133
-29433
10706
19063
-1815
16968
-14276
-7854
-16326
-32702
10976
28627
-4136
29650
-7053
-8181
5777
-6154
-14832
-5181
-21314
-17325
23964
-24424
-7196
6366
-25685
-26254
-8081
-27813
-13597
32209
-24235
23779
-7794
6899
-26715
-11949
-25494
-6933
-26634
22182
-24075
10452
8374
9377
14941
-22881
-3893
-32459
11828
-14789
-29193
13533
9062
19488
-8498
11359
6275
-11306
9916
20669
-11013
-16829
-15403
-14009
-1989
-8479
-20105
29332
22446
13589
10733
-25971
30607
9974
3670
17878
-8766
-16017
-7367
-32360
-19558
22060
17730
-7125
-22004
26865
-6892
-25849
-19433
23387
-2088
-12155
-30184
9860
20035
-2595
31081
26049
15307
-3128
1921
9476
12584
30523
-10594
-32110
10377
-32093
16579
19617
1024
6903
23224
685
10727
-1687
-22239
26542
-7613
-5495
27044
27369
-20394
-21795
-17841
1847
9968
20753
-13196
-20625
-31456
2438
6071
20304
23802
8001
18056
765
22120
-381
2006
9947
26015
-25661
11673
11098
7195
-25112
28455
27505
24457
-3403
-8463
32291
-11904
30296
15609
-5385
27483
-24551
-7590
-13456
7957
26456
8370
-21276
31362
21184
-15178
-8212
-21533
-25785
-7327
-7716
-1654
17923
27717
-24185
-32294
10266
14690
-25003
27161
8230
27175
19233
-13916
4768
17415
12667
-10093
18536
-12554
-31367
19370
-30273
-4059
-28719
-17749
25341
1827
-11544
-22905
20913
29361
-5789
23668
8761
-14428
12928
-5097
-13811
19731
14512
17641
3363
-30403
-22887
16788
-10017
1573
3839
5657
-30532
-10426
-3198
4527
19649
-13878
-19175
19383
-5177
30352
10889
-13742
-7984
3195
13024
3362
-25145
22425
12067
-8230
-6127
-26465
25763
-1003
734
32009
31102
2888
-7697
-7935
-18614
15402
5916
-14090
-17748
-10852
10546
-11981
27732
-27158
-854
-19358
11960
19505
-12269
26274
-12307
-3622
26776
9144
29832
24033
4049
-27853
-22672
-13082
-20277
28281
-6475
23917
15497
-31676
-4836
-31194
8427
25753
-684
-23779
17883
-20433
12942
28810
-27417
-9680
-23406
14076
11684
-1656
-17445
2642
-19688
21288
8445
26619
-14430
27192
-17602
-32663
14382
-17489
-6791
-26478
20664
-20768
22489
-30128
29722
12403
31869
-5763
-20735
-31753
16778
-25391
9754
-12673
-14713
-16277
24903
14701
31121
-31430
-10621
-15971
16513
8812
21163
-25192
-27916
21536
32567
-16318
-6807
9375
2389
25529
27277
-23598
3141
-5666
-9323
-3000
19166
-23267
-15030
-1818
-6758
10340
-6305
16923
-31003
-16846
2277
28351
5502
13047
11327
7310
3273
11411
-3348
-15360
23206
9365
7913
15650
-2969
21220
12647
-16365
-11384
-31658
-31727
-434
-21978
16097
-9913
19860
-4408
17366
-894
-518
-16558
-5173
26195
2461
-22943
-5103
27659
13377
-16799
-2417
30847
1427
32247
-10983
20155
-13905
28554
-22051
29401
30685
448
11244
-8900
8417
31681
19078
-19464
20170
4854
-6357
3481
-7822
11165
-3501
-4106
10783
-18495
-6087
30369
19281
-21410
-23842
-30748
21683
22589
