Ax,Ay,Az
-4426,11029,-5901
-1691,-10727,10928
6336,1977,6523
-5705,8435,-5128
628,-11917,13156
5065,5772,3090
-6655,5056,-3297
2961,-11693,14376
3282,8947,-147
-6872,1120,-579
4831,-10238,14346
1278,10970,-2966
-6080,-2903,2768
6067,-7598,13384
-1064,-5925,-4946
-4749,12009,6194
6762,-8253,11309
-3344,-2126,-5931
-2918,10891,9464
6782,-10710,8401
-5045,1764,6788
-673,8618,-5208
5889,-11897,13079
-6169,5567,3333
1686,5316,-3455
4294,-11732,14210
-6930,8601,-4
3839,1454,-738
2411,-10312,14432
1421,10924,-2830
-6193,-2646,2503
6006,-7801,13483
-882,11984,-4886
-4807,-6438,5955
6793,-4346,11450
-3212,11762,-5917
-3017,-9250,9139
6881,-449,8518
-4945,9976,-5716
-861,-11358,11898
5941,3299,5274
-6094,7252,-4507
1520,-11930,13797
4392,-11768,1871
-6867,8614,-2320
3750,1607,14608
2531,-10443,-1301
-6698,10939,679
5403,-2407,14137
401,-7869,13551
-5587,11960,-4817
6438,-6329,5812
-2037,-4493,11530
-4052,11797,-5912
6911,-9412,9125
-4089,-510,8650
-2024,10147,-5824
-908,-11199,11918
5975,3528,5227
-6140,7219,-4587
1527,-11959,13761
4406,7069,1841
-6887,3628,-2380
3734,-11294,14557
2571,9888,-1316
-6711,-427,622
5397,-9384,14122
427,-7974,-3813
-5641,11969,4082
6428,-6232,12691
-1997,-4603,-5433
-4089,11794,7454
6896,-9318,10325
-4064,-652,-5999
-2093,10218,10493
6573,-11199,7166
-5520,3308,5410
222,7329,-4587
5277,-11956,13741
-6537,6933,1982
2580,3783,-2458
3593,-11337,14558
-6926,9762,-1161
4571,-224,457
1618,-9420,14158
-6308,11473,-3824
-5686,-4255,3917
6386,-6459,12708
-1906,12037,-5418
-4131,-7808,7323
6896,-2765,10370
-3997,11232,-5974
-2169,-10420,10392
6608,1187,7191
-5485,8970,-5369
192,-11664,12874
5344,5010,3809
-6511,5734,-3681
2517,-11831,14252
3665,8324,487
-6885,9672,-1137
4547,-68,14586
1691,-9528,-2433
-6356,11625,2055
5915,-4099,13691
-561,-6624,-4632
-4985,12082,5503
6701,-7631,7209
-2970,-2991,10430
-3206,11275,-5952
6905,-10321,10274
-4795,1091,7371
-1124,9124,-5444
6091,-11749,12730
-6003,4963,3915
-6477,5890,-3824
2404,-11869,14234
3679,8305,556
-6969,2086,-1259
4492,-10647,14523
1772,10761,-2382
-6343,-1923,1945
5817,-8300,13702
-549,11916,-4613
-5052,-5893,5449
6676,-4908,11846
-2926,11875,-5812
-3288,-9105,8807
6874,-1050,9100
-4761,10553,-5808
-1188,9177,11582
6091,-11727,5760
-5985,4825,-4723
1244,5987,13605
4620,-11910,2292
-6771,8219,-2654
3505,2157,-1294
2795,-10697,14537
-6824,10645,-2411
5202,-1912,1895
736,-8264,13753
-5793,11889,-4610
6284,-5849,5335
-1676,-5016,11857
-2817,11890,-5820
-3358,-8984,8575
6874,-1239,9123
-4647,10481,-5879
-1253,-11155,11460
6167,2784,5910
-5933,7815,-4854
1097,-11965,13569
4686,6481,2475
-6749,4318,-2817
3370,2402,14513
2877,-10664,-811
-6770,10516,131
5127,-1763,14362
818,-8481,-3433
-5874,11872,3489
6294,-5634,13040
-1542,-5164,-5288
-4338,11930,-5779
6848,-8931,8532
-3822,-1240,9284
-2438,10652,-5894
6699,-11043,11390
-5316,2643,5937
-168,7872,-4860
5541,-11969,13461
-6382,6423,2485
2235,4343,-2886
3830,-11485,14477
2897,9392,-781
-6866,586,104
5120,-9634,14309
783,11304,-3464
-5898,-3734,3433
6231,-6938,13019
-1540,12007,-5239
-4340,-7323,6864
6833,-3315,10777
-3739,11450,-5966
-2440,-10133,10021
6695,677,7698
-5288,9479,-5515
-174,-11684,12487
5564,-11958,4320
-6394,6311,-4004
2209,4432,14144
3883,-11524,876
-6924,9404,-1547
4316,559,14507
1939,-9784,-2126
-6484,11290,-3431
5725,-3680,3404
-296,-6980,13024
-5197,12051,-5276
6637,-7316,6859
-2711,-3358,10732
-3468,11455,-6002
-2473,-10083,10003
6709,634,7693
-5326,9556,-5467
-162,-11625,12486
5498,4485,4295
-6395,6250,-4008
2212,-11924,14160
3885,7910,932
-6910,2460,-1515
4317,-10842,14579
1955,10488,-2101
-6488,-1540,1669
5802,-8652,13769
-258,11839,-4332
-5195,12021,5094
6566,-7245,12015
-2666,-3382,-5712
-3464,11444,8432
6871,-10072,9353
-4577,611,-5894
-1370,9401,11294
6215,-11557,12482
-5887,4463,4268
990,6316,-4027
4769,-11885,14048
-6764,7917,924
3274,2533,-1607
3017,-10832,14494
-6800,10324,-2067
-6444,-1421,1581
5693,-8572,13836
-242,11790,-4330
-5241,-5376,4995
6616,-5385,12100
-2656,11934,-5713
-3537,-8704,8353
6899,-1573,9458
-4538,10671,-5884
-1471,-10979,11258
6282,2497,6162
-5831,4360,-4951
912,6393,13423
4832,-11917,2728
-6734,7826,-2947
3232,2671,14480
3063,-10889,-553
-6853,10407,-133
5044,-1385,14355
969,-8771,13823
-5975,11811,-4319
6196,-5340,4920
-1364,-5447,12115
-4474,11962,-5719
6814,-8703,8283
-3635,-1578,9477
-2561,10729,-5919
6722,-10888,11167
-5214,2315,6189
-5795,8081,-4963
856,-11918,13309
4885,6092,2796
-6723,4709,-3014
3167,-11629,14443
3072,9173,-467
-6836,735,-233
5011,-9964,14370
1076,11212,-3179
-6006,-3242,3135
6196,-7356,13125
-1266,11965,-5036
-4535,-6999,6538
6822,-3713,11002
-3549,-1731,-5908
-2651,10757,9705
6720,-10865,8055
-5181,2226,-5590
-447,8441,12251
5703,-11844,4662
-6239,5863,-4205
1898,4904,-3217
4088,-11632,14388
-6884,9038,-307
4067,988,-435
2239,-10099,14381
-6547,11175,-3099
5615,-3110,2866
6122,-7438,13226
-1204,12030,-5066
-4583,-6795,6375
6784,-3891,11121
-3496,11599,-5909
-2755,-9707,9575
6758,56,8187
-5118,9784,-5630
-546,-11535,12199
5766,3978,4830
-6210,6779,-4283
1854,-11829,13984
4184,7532,1401
-6931,3037,-1924
4010,1058,14585
2294,-10143,-1706
-6573,11111,1097
5552,-2814,13987
76,-7444,-4139
-5429,11969,4540
6519,-6726,12374
-2318,-4039,-5560
-3772,11644,-5936
6911,-9708,9455
-4321,-100,8270
-1735,9866,-5710
6446,-11494,12131
-5692,3898,4900
573,7090,-4275
5122,-11822,13878
4195,7338,1469
-6922,3180,-1983
3962,-11086,14523
2326,10084,-1602
-6627,-856,1078
5512,-9009,14038
155,11700,-4073
-5467,-4860,4511
6521,-5864,12360
-2231,11893,-5652
-3813,-8312,7906
6931,-9699,9862
-4353,-100,-5939
-1773,9878,10870
6432,-11490,6690
-5716,3838,-5166
556,6924,13157
5085,-11995,3200
-6681,7374,-3262
2923,3161,-1995
3262,-11104,14531
-6890,10129,-1619
4846,-917,1063
1255,-8990,14013
-6119,11709,-4129
6093,-4903,4523
-1085,-5851,12398
-4692,12044,-5660
-3854,-8277,7966
6920,-1983,9829
-4370,10877,-5953
-1741,-10774,10948
6388,1966,6613
-5701,8480,-5163
627,-11889,13201
5069,5766,3169
-6660,5188,-3283
2934,-11711,14369
3330,8874,-74
-6891,1165,-556
4830,-10224,14448
1274,11070,-2937
-6123,11689,2742
6073,-4834,13360
-1065,-6027,-4900
-4695,12012,6186
6737,-8302,11241
-3391,-2141,-5915
-2858,10950,9405
6769,-10726,10830
-5081,1878,6678
-644,8566,-5213
5818,-11906,13037
-6198,5598,3299
1731,5266,-3379
4282,-11754,14318
-6873,8759,-11
-6893,1496,-640
4795,-10215,14395
1344,10912,-2821
-6195,-2756,2614
6049,-7677,13448
-935,11960,-4888
-4757,-6470,6072
6778,-4238,11379
-3281,11707,-5879
-2941,-9570,9325
6797,-277,8502
-4997,9924,-5752
-732,-11405,12022
5906,3635,5125
-6130,5484,-4467
1611,5378,13836
4347,-11740,1741
-6853,8747,-2262
3809,1528,14508
2509,-10349,-1377
-6634,10980,749
5431,-2522,2440
343,-7848,13408
-5546,11969,-4826
6441,-6366,5860
-2081,-4399,11466
-3991,11749,-5919
6910,-9403,9148
-4161,-480,8604
-4874,10108,-5764
-833,-11231,11878
5967,3378,5216
-6082,7198,-4488
1455,-11915,13772
4384,6891,1925
-6810,3676,-2289
3706,-11210,14561
2556,9850,-1216
-6706,-318,632
5351,-9359,14199
475,-7947,-3793
-5696,11837,4102
6434,-6158,12647
-1951,-4594,-5409
-4071,11719,7421
6864,-9278,10237
-4050,-825,-5993
-2084,10344,10445
6549,-11263,7146
-5495,3178,-5339
152,7496,-4675
5340,-11959,13672
-6517,6824,2046
2523,3892,-2514
3645,-11338,14412
-6939,9604,-1141
4559,-118,454
1653,-9465,14219
590,11470,-3655
-5731,-4081,3813
6384,-6642,12871
-1770,12060,-5355
-4193,-7649,7200
6856,-2925,10454
-3936,11341,-5899
-2243,-10244,10306
6601,1026,7378
-5478,9121,-5369
78,-11742,12746
5419,4886,3961
-6451,6130,-3704
2380,-11789,14144
3723,-11393,637
-6929,9562,-1258
4429,103,14507
1778,-9620,-2341
-6388,11467,1890
5824,-3927,13695
-520,-6718,-4630
-5072,12081,-5370
6662,-7410,7043
-2837,-3066,10515
-3325,11302,-5970
6839,-10209,10123
-4703,846,7507
-1222,9216,-5464
-73,-11699,12634
5472,4751,4129
-6417,6081,-3925
2291,-11839,14157
3846,8018,717
-6879,2229,-1296
4377,-10701,14549
1827,10548,-2180
-6427,-1772,1815
5796,-8403,13778
-355,11856,-4495
-5147,-5665,5277
6608,-5112,11939
-2719,11940,-5765
-3464,-8939,8510
6872,-10139,9272
-4634,653,-5896
-1309,9474,11274
6229,-11629,5907
-5853,4505,-4867
1033,6230,13409
4745,-11883,2518
-6756,7966,-2899
3329,2458,-1549
2950,-10812,14510
-6819,10484,-2152
5118,-1561,1605
882,-8528,13772
-5879,11774,-4383
6205,-5476,5072
6599,-5341,12097
-2646,11895,-5692
-3543,-8775,8426
6879,-1425,9400
-4594,10600,-5831
-1413,-11003,11354
6259,2551,6076
-5880,7865,-4901
987,-11887,13485
4798,6237,2611
-6739,4484,-2902
3289,2531,14513
2971,-10836,-639
-6829,10486,-42
5112,-1578,14315
897,-8457,-3434
-5934,11815,3327
6249,-5563,13022
-1504,-5262,-5282
-4449,11919,6747
6816,-8858,10770
-3754,-1406,9294
-2490,10586,-5897
6689,-10916,11289
-5304,2612,5973
-178,7919,-4908
5536,-11946,13407
-6390,6308,2602
-6723,4429,-2879
3323,-11514,14489
2939,9392,-648
-6859,463,22
5099,-9807,14378
866,11329,-3361
-5902,-3649,3352
6263,-7000,13046
-1474,11992,-5221
-4348,-7258,6854
6818,-3397,10777
-3763,11409,-5938
-2473,-10082,9950
6665,610,7726
-5289,9404,-5539
-205,7909,12484
5575,-11907,4260
-6369,6354,-4025
2196,4690,13959
3863,-11412,866
-6880,9238,-1478
4273,487,-48
1927,-9815,14276
-6437,11264,-3345
5735,-3584,3342
-262,-6983,13025
-5242,12066,-5216
6578,-7263,6674
-2665,-3513,10729
-3692,11409,-5902
-2461,-10100,9973
6676,579,7712
-5288,9378,-5464
-184,-11672,12503
5546,4542,4329
-6347,6235,-3958
2244,-11851,14163
3867,7998,895
-6936,2654,-1371
4346,-10689,14494
1900,10429,-2092
-6445,-1650,1727
5750,-8483,13777
-344,-6936,-4461
-5136,12036,5198
6599,-7383,11908
-2755,-3212,-5766
-3421,11364,8521
6868,-10105,9108
-4643,886,-5929
-1235,9212,-5506
6179,-11678,12614
-5951,4711,4131
1127,6094,-3931
4690,-11853,14135
-6781,8102,765
3375,2477,-1339
3387,2260,14471
2896,-10739,14516
-6814,10568,-2248
5165,-1617,1833
781,-8286,13695
-5820,11832,-4515
6301,-5684,5292
-1622,-5088,11860
-4279,11859,-5780
6838,-8932,8585
6856,-1267,9187
-4668,10445,-5858
-1315,-11123,11423
6241,2750,5944
-5910,7926,-4839
1105,-11939,13526
4717,6432,2509
-6753,4315,-2774
3374,-11503,14512
2904,9468,-763
-6804,294,73
5183,-9758,14301
799,11407,-3469
-5831,-3656,3470
6262,-6907,12929
-1590,12032,-5234
-4326,11854,6927
6837,-8909,10650
-3770,-1262,-5968
-2373,10501,10055
6701,-11106,7609
-5307,2729,-5503
-133,8053,-4859
5539,-11892,13396
-6375,6317,2516
2236,4407,-2839
3853,-11498,14470
-6899,9385,-728
4318,374,15
1916,-9760,14290
-6458,11292,-3486
-5869,-3716,3485
6279,-6944,12999
-1533,12034,-5233
-4337,-7321,6859
6849,-3320,10750
-3794,11403,-5949
-2426,-10140,9876
6721,511,7651
-5269,9396,-5439
-152,-11664,12498
5545,4519,4300
-6358,6286,-3974
2221,-11912,14133
3885,7944,877
-6875,9349,-1520
4331,421,14541
1909,-9761,-2164
-6463,11241,1716
5761,-3693,13792
-334,-6963,-4457
-5209,12009,5159
6624,-7328,6827
-2692,-3297,10750
-3442,11434,-5993
6887,-10115,9956
-4588,619,7717
-1352,9426,-5510
6233,-11478,12558
-5883,4595,4256
-6377,6210,-3975
2179,-11851,14094
3900,7974,911
-6897,2468,-1551
4284,-10819,14543
1998,10449,-2092
-6456,-1551,1620
5776,-8632,13780
-240,11812,-4369
-5229,-5494,5077
6594,-5265,12018
-2627,11916,-5719
-3468,-8817,8451
6882,-10064,9350
-4588,578,-5889
-1359,9543,-5469
6249,-11473,12466
-5858,4471,4300
1011,6287,-3995
4763,-11861,14057
-6733,7867,882
3305,2449,-1530
2945,-10762,14534
-6845,10497,-2144
5091,-1629,1664
838,-8465,13791
-290,11857,-4444
-5186,-5459,5152
6605,-5316,11905
-2649,11822,-5667
-3461,-8819,8447
6869,-1463,9283
-4587,10561,-5843
-1310,-11012,11311
6235,2587,6034
-5897,7939,-4893
981,-11936,13446
4790,6303,2559
-6709,4388,-2886
3325,-11469,14524
2954,9335,-640
-6872,474,-49
5072,-9834,14361
955,-8585,-3314
-5926,11768,3253
6186,-5329,13018
-1432,-5368,-5133
-4402,11898,6739
6829,-8728,10809
-3696,-1528,9401
-2549,10634,-5895
6716,-10997,11279
-5263,2433,6140
-252,8031,-4945
5654,-11775,13374
-6356,6249,2608
2117,4533,-2918
3240,-11510,14445
3037,9233,-587
-6846,572,-90
5067,-9883,14285
951,11243,-3268
-5953,-3376,3262
6191,-7137,13087
-1388,12014,-5150
-4454,-7137,6687
6836,-3646,10874
-3635,11520,-5937
-2588,-9938,9849
6703,426,7885
-5251,9543,-5567
-320,8168,12452
5628,-11750,4366
-6294,6093,-3990
2074,4576,13982
3925,-11542,1104
-6883,9176,-1645
4195,681,14545
2049,-9915,14341
-6516,11252,-3239
5669,-3383,3180
-147,-7169,13051
-5321,11861,-5143
6607,-6973,6673
-2562,-3621,10915
-3644,11430,-5873
-2647,-9940,9796
6732,319,7916
-5215,9557,-5558
-358,-11590,12364
5633,4299,4507
-6300,6477,-4121
2017,-11887,13998
4004,7723,1099
-6877,2848,-1708
4164,-10812,14523
2118,10270,-1918
-6535,-1297,1404
5655,-8738,13885
-81,-7196,-4261
-5316,11989,4827
6570,-7008,12189
-2504,-3663,-5666
-3644,11705,-5856
6906,-9822,9644
-4431,228,8038
-1558,9604,-5555
6300,-11515,12325
-5774,4154,4598
790,6616,-4174
4931,-11904,13948
-6674,7631,1239
-6882,2935,-1746
4098,-10957,14522
2163,10246,-1793
-6551,-1176,1316
5633,-8790,13974
-1,11744,-4215
-5356,-5156,4774
6550,-5603,12091
-2417,11801,-5671
-3626,-8495,8175
6898,-1783,9576
-4465,10730,-5880
-1580,-10900,11047
6376,2168,6399
-5771,8328,-5061
740,-11863,13241
4966,5925,2937
-6696,7627,-3159
3074,2953,14386
3145,-11055,-265
-6843,10253,-405
4883,-1090,14398
1192,-8879,-3112
-6014,11696,-4160
6102,-5000,4669
-1164,-5730,12306
-4610,11940,-5578
6788,-8378,8016
-3418,-1959,9764
-2788,10860,-5886
6745,-10760,10954
6364,1969,6546
-5711,8559,-5019
646,-11714,13158
5009,5730,3078
-6638,4952,-3187
2956,-11617,14334
3246,8864,-207
-6868,1107,-459
4862,-10099,14364
1195,11079,-2997
-6080,-2972,2796
6090,-7499,13293
-1070,11985,-5016
-4718,-6540,6285
6814,-8321,11146
-3389,-2091,-5908
-2860,10897,9441
6784,-10726,8291
-5064,1891,-5674
-621,8502,12141
5849,-11845,4945
-6189,5677,3223
1761,5272,-3261
4261,-11610,14332
-6849,8785,4
3891,1262,-581
2363,-10249,14439
-6639,10993,-2828
5503,-2753,2640
6076,-7680,13401
-964,11971,-4883
-4786,-6272,6090
6776,-4199,11295
-3227,11582,-5829
-2986,-9462,9216
6806,-426,8531
-4953,10014,-5724
-822,-11367,11891
5927,3512,5210
-6132,7191,-4517
1503,-11898,13755
4396,7097,1784
-6833,8605,-2337
3745,1862,14457
2479,-10355,-1328
-6655,10756,730
5396,-2412,14057
397,-7964,13477
-5611,11860,-4771
6425,-6227,5869
-2024,-4490,11515
-4034,11771,-5828
6895,-9359,9073
-4107,-607,8721
-2083,10278,-5796
6552,-11312,11736
-5510,3239,5470
207,7412,-4581
1404,-11961,13718
4471,6889,2000
-6799,3787,-2434
3627,-11326,14445
2641,9709,-1123
-6736,-118,533
5326,-9465,14139
547,11471,-3723
-5701,-4228,3918
6397,-6420,12688
-1876,12148,-5425
-4141,-7784,7300
6902,-2797,10322
-4014,11214,-5993
-2170,-10414,10398
6560,-11144,7174
-5507,3144,-5324
132,7421,12819
5359,-11939,3814
-6486,6751,-3694
2456,3926,14200
3651,-11341,14546
-6900,9609,-1023
4513,-46,393
1660,-9510,14222
-6356,11449,-3655
5888,-3919,3836
-584,-6519,12750
-4966,11930,-5297
6653,-7635,7177
6865,-2930,10454
-3907,11227,-5959
-2255,-10266,10233
6578,998,7400
-5393,9303,-5467
-24,-11670,12558
5487,4747,4048
-6401,6012,-3885
2329,-11863,14121
3739,8147,637
-6901,2200,-1337
4388,-10667,14495
1794,10605,-2295
-6395,11438,1869
5819,-3772,13629
-435,-6801,-4470
-5104,12010,5317
6615,-7435,11883
-2799,-3145,-5729
-3380,11344,8628
6876,-10179,9141
-4662,816,7555
-1221,9245,-5449
6171,-11686,12481
-5944,4506,4133
1137,6132,-3811
4678,-11841,14071
-6731,7990,793
-6896,2287,-1385
4364,-10741,14519
1934,10534,-2203
-6444,-1735,1749
5773,-8319,13712
-321,11824,-4541
-5146,-5720,5247
6606,-5101,11919
-2760,11867,-5797
-3458,-8884,8490
6879,-1336,9276
-4662,575,-5804
-1341,9367,11311
6219,-11618,6031
-5893,4526,-4878
1043,6270,13427
4809,-11875,2581
-6723,7964,-2870
3295,2531,-1556
2961,-10796,14550
-6826,10572,-2011
5085,-1487,1630
971,-8564,13844
-5900,11841,-4373
6253,-5461,5082
-1471,-5310,12015
-4430,11941,-5692
6830,-8654,8406
6891,-1501,9360
-4580,10585,-5848
-1416,-10980,11263
6282,2479,6079
-5859,8019,-4933
954,-11884,13407
4787,6256,2670
-6719,4579,-3010
3268,-11597,14410
3024,9272,-577
-6815,651,-117
5042,-9931,14300
983,11201,-3255
-5940,-3473,3231
6191,-7107,13104
-1415,-5361,-5178
-4459,11888,6687
6845,-8699,10851
-3624,-1661,-5883
-2538,10697,9800
6649,-10965,7878
-5219,2374,-5547
-329,8113,-4956
5672,-11904,13365
-6338,6179,2736
2044,4636,-2984
4003,-11565,14404
-6878,9114,-484
4160,810,-151
5003,-9971,14327
1005,11182,-3178
-6005,-3340,3172
6182,-7165,13143
-1335,12024,-5131
-4484,-7087,6593
6802,-3581,10921
-3580,11497,-5931
-2619,-9919,9740
6692,265,7918
-5136,9650,-5519
-369,-11602,12298
5661,4209,4555
-6266,6522,-4134
2024,-11895,14003
4053,-11582,1155
-6920,9135,-1776
4155,1024,14393
2151,-9863,-1867
-6526,11045,1380
5616,-3232,13848
-46,-7379,-4162
-5299,11947,-5016
6548,-6864,6438
-2399,-3811,11057
-3697,11541,-5904
6883,-9780,9542
-4404,-25,8147
-1631,9800,-5587
6358,-11491,12173
5748,3945,4807
-6223,6773,-4253
1838,-11890,13892
4167,7455,1418
-6881,3114,-1978
3970,-10963,14511
2285,9967,-1741
-6548,-1007,1189
5565,-8917,13959
55,11632,-4120
-5435,11957,4591
6528,-6730,12345
-2290,-3988,-5589
-3809,11609,7921
6869,-9658,9845
-4340,-82,-5959
-1786,9864,10889
6395,-11292,6542
-5657,3754,4896
502,6937,-4273
5092,-11871,13819
-6580,7255,1545
2877,3308,-2073
3316,-11125,14514
-6874,10014,-1478
4766,-748,939
1350,-9093,14053
-6164,11665,-4052
6033,-4705,4349
6514,-5971,12510
-2143,11973,-5552
-3911,-8141,7727
6891,-2298,9999
-4230,10977,-5916
-1910,-10616,10700
6455,1654,6766
-5639,8668,-5157
459,-11709,12989
5191,5385,3422
-6575,5375,-3415
2744,-11727,14321
3440,8653,109
-6887,1472,-770
4726,-620,14465
1392,-9189,-2744
-6257,11584,2496
5991,-4453,13392
-835,-6218,-4767
-4776,11934,5936
6682,-7996,11399
-3202,-2469,10088
-3031,11018,-5930
6808,-10533,10562
-4913,1515,6978
-850,8751,-5245
5941,-11804,12943
-6107,5398,3583
-6523,5628,-3549
2645,-11752,14226
3522,8509,286
-6944,1672,-945
4630,-10431,14465
1531,10810,-2611
-6246,-2383,2339
5964,-7930,13501
-721,11963,-4745
-4919,-6036,5704
6703,-4552,11527
-3087,11717,-5778
-3116,-9250,8986
6801,-681,8765
-4871,10154,-5769
-975,8912,11768
6030,-11763,5456
-6058,5130,-4569
1368,5689,13676
4484,-11788,2020
-6846,8279,-2345
3659,1816,14467
2575,-10522,-1136
-6745,10691,-2483
5330,-2266,2233
544,-8018,13540
-5712,11911,-4676
6364,-6104,5671
-1867,-4654,11635
-4144,12005,-5729
-3223,-9093,8884
6803,-906,8840
-4822,10255,-5769
-1064,-11234,11682
6058,3146,5529
-5999,7485,-4660
1340,-11910,13617
4530,6810,2079
-6804,3939,-2508
3577,-11303,14351
2750,-10451,-1095
-6717,10611,482
5281,-2107,14170
583,-8125,-3625
-5711,11880,3803
6379,-5939,12776
-1767,-4815,-5348
-4206,11809,7203
6878,-9112,10469
-3921,-949,8868
-2281,10207,-5838
6631,-11186,11646
-5450,3012,5662
23,7585,-4688
5448,-11934,13568
-6435,6642,2268
2370,4119,-2666
3742,-11321,14448
-6943,9425,-989
-6736,74,311
5199,-9565,14219
748,11369,-3564
-5799,-3941,3620
6325,-6737,12893
-1634,12018,-5321
-4243,-7489,7042
6842,-3101,10562
-3861,11330,-5949
-2323,-10220,10147
6619,881,7403
-5401,9285,-5386
-31,-11528,12641
5468,4674,4036
-6445,6404,-3752
2344,4195,14145
3758,-11349,688
-6898,9444,-1299
4406,227,14491
1849,-9677,-2232
-6411,11373,-3475
5797,-3879,3622
-417,-6680,12902
-5111,11980,-5312
6636,-7477,7065
-2790,-3114,10567
-3358,11297,-5938
6842,-10194,10115
-4671,806,7565
-5328,9260,-5476
-105,-11648,12527
5530,4557,4181
-6356,6237,-3921
2259,-11875,14058
3857,7967,853
-6883,2429,-1486
4281,-10805,14498
1905,10474,-2135
-6467,-1621,1716
5756,-8508,13784
-307,11811,-4416
-5223,-5390,5149
6624,-5303,11947
-2664,-3447,-5635
-3501,11414,8406
6851,-10011,9370
-4556,522,-5837
-1384,9452,11322
6281,-11621,6109
-5841,4409,-4902
954,6336,-4053
4819,-11886,14032
-6720,7927,1054
3220,2750,-1662
3063,-10899,14526
-6803,10347,-1955
5049,-1412,1488
991,-8612,13818
-100,11692,-4361
-5269,-5324,4935
6578,-5441,12083
-2551,11931,-5657
-3619,-8621,8199
6910,-1650,9498
-4481,10691,-5889
-1559,-10900,11129
6315,2292,6275
-5779,8401,-4911
820,-11844,13215
4945,-11881,2899
-6703,7600,-3043
3061,2865,14414
3167,-10957,-343
-6829,10251,-276
4925,-1212,14391
1104,-8825,-3109
-6023,11749,3031
6173,-5160,4747
-1234,-5576,12131
-4590,11837,-5586
6778,-8363,8161
-3496,-1845,9564
-2673,10728,-5874
6687,-10803,11058
-5159,2201,6356
-416,8251,-5017
5727,-11887,13220
4953,5981,2910
-6661,4877,-3140
3106,-11731,14341
3140,9041,-311
-6861,859,-342
4907,-10055,14350
1118,11160,-3108
-6024,-3226,3065
6189,-7295,13111
-1254,11891,-5006
-4529,-6791,6527
6761,-3799,10986
-3495,11463,-5841
-2681,10774,9648
6745,-10832,8118
-5197,2112,-5591
-475,8288,12284
5762,-11889,4710
-6265,5857,-4242
1882,4993,13874
4121,-11659,14355
-6866,8970,-283
4034,972,-383
2191,-10044,14371
-6573,11144,-3104
5615,-3002,2968
16,-7309,13173
-5370,11948,-5047
-4599,-6860,6401
6805,-3793,11013
-3495,11547,-5928
-2725,-9836,9625
6753,160,8077
-5162,9660,-5604
-486,-11514,12183
5736,4041,4742
-6229,6720,-4178
1901,-11927,13952
4095,7537,1302
-6858,2950,-1824
4065,-10992,14543
2155,10236,-1780
-6576,11118,1328
5577,-3040,13866
24,-7175,-4290
-5312,11921,4837
6519,-6921,12181
-2474,-3729,-5625
-3671,11470,-5881
6874,-9831,9637
-4438,166,8010
-1637,9625,-5613
6346,-11535,12249
-5804,4125,4657
734,6831,-4156
4967,-11738,13882
-6609,7494,1226
-6877,2900,-1814
4089,-10944,14506
2181,10153,-1802
-6551,-1146,1312
4979,-1226,1336
1078,-8775,13804
-6032,11709,-4221
6113,-5120,4725
6529,-5584,12130
-2439,11901,-5637
-3657,-8515,8103
6893,-1810,9588
-4428,10742,-5895
-1637,-10856,11061
6347,2204,6369
-5737,8414,-5062
758,-11853,13138
4962,5848,2992
-6635,4848,-3150
3007,-11620,14386
3199,8989,-276
-6842,939,-357
4930,-10077,14396
1183,11195,-3002
-6075,-3061,2976
6117,-7409,13249
-1197,-5663,-4989
-4596,11935,6434
6790,-8316,11015
-3507,-2010,-5844
-2750,10756,9617
6739,-10751,8133
-5135,1986,6509
-527,8367,-5085
5803,-11822,13141
-6241,5808,3025
1806,4986,-3219
4163,-11637,14245
-6918,8787,-235
4052,1100,-412
4853,-10092,14306
1202,10998,-2973
-6089,-3002,2827
6074,-7464,13242
-1090,11927,-4963
-4646,-6710,6281
6798,-3979,11138
-3376,11571,-5845
-2822,-9656,9449
6761,-50,8264
-5030,9741,-5652
-601,-11443,12160
5814,3863,4887
-6199,6826,-4280
1732,5122,13868
4254,-11621,1550
-6872,8855,-2034
3872,1311,14511
2384,-10262,-1509
-6602,10983,1010
5484,-2811,13985
208,-7600,13296
-5493,11864,-4907
6491,-6527,6154
-2193,-4135,11234
-3868,11583,-5841
6868,-9550,9342
-4280,-257,8368
-1811,9919,-5671
-684,-11372,11977
5876,3704,5009
-6144,6989,-4389
1662,-11742,13783
4303,7278,1538
-6855,3283,-2085
3852,-11077,14513
2406,9978,-1499
-6635,-719,954
5486,-9081,14030
275,11595,-3942
-5561,-4506,4401
6423,-5959,12476
-2109,11876,-5485
-3933,11617,7730
6868,-9490,9990
-4158,-334,-5904
-1880,9961,10714
6457,-11400,6812
-5639,3623,-5190
435,7136,-4421
5172,-11936,13777
-6586,7131,1684
2780,3428,-2197
3422,-11146,14422
2420,9829,-1475
-6637,-583,909
5443,-9167,14014
256,11553,-3912
-5555,-4605,4258
6469,-6104,12479
-2088,11960,-5493
-3925,-8050,7645
6892,-2331,10017
-4201,11020,-5920
-1937,-10419,10661
6467,1549,6781
-5611,8611,-5115
424,-11730,12979
5147,5339,3373
-6596,5332,-3355
2809,-11630,14300
3403,8689,51
-6883,9950,-703
4742,-595,14454
1404,-9157,-2728
-6201,11592,2542
6023,-4566,13397
-885,-6268,-4770
-4799,11985,5953
6715,-8045,7614
-3238,-2399,10023
-2988,10993,-5891
6800,-10561,10641
-4961,1623,6838
-778,8697,-5225
5909,-11791,12905
