Ax,Ay,Az
713,11157,-3374
-5889,-3786,3744
6324,-6660,12587
-1562,11811,-5122
-4278,-7365,7108
6831,-3034,10355
-3841,11182,-5696
-2298,-10049,10042
6670,696,7268
-5437,2748,-5078
-76,7674,12456
5576,-11793,4005
-6427,6401,-3592
2231,4175,13930
3808,-11286,694
-6872,9361,-1141
4367,216,372
1781,-9511,13982
-6516,11192,-3436
5919,-3730,3699
-367,-6607,12633
-5195,11777,-5155
6645,-7372,7041
-2705,-3054,10331
-3832,11174,-5702
-2367,-9883,10103
6682,894,7294
-5480,9072,-5130
-64,-11535,12479
5616,4658,4013
-6455,6004,-3628
2232,-11680,13963
3861,7952,708
-6865,2215,-1119
4394,-10571,14204
1763,10339,-2133
-6461,-1656,2048
5904,-8244,13440
-395,-6731,-4306
-5199,11796,5384
6690,-7315,11643
-2682,-3095,-5542
-3361,11134,8601
6828,-10067,8930
-4744,844,-5596
-1211,9162,-5181
6266,-11572,12415
-6063,4658,3918
1071,5961,-3641
4789,-11634,13929
-6715,7942,655
3351,2196,-1139
2836,-10522,14246
1807,10370,-2173
-6558,-1784,2008
5880,-8213,13390
-402,11747,-4329
-5166,-5557,5417
6653,-4957,11581
-2743,11629,-5525
-3305,-8831,8669
6830,-1095,8891
-4778,10287,-5536
-1180,-10975,11410
6236,2841,5651
-6055,7621,-4472
1153,6142,13201
4780,-11527,2162
-6692,7973,-2348
3428,2152,-1073
2748,-10487,14207
-6766,10416,-2201
5260,-1774,2040
725,-8205,13404
-5925,11669,-4401
6374,-5646,5394
-1562,-4917,11558
-2727,11759,-5598
-3330,-8824,8564
6833,-1170,8903
-4764,10342,-5592
-1259,-10964,11254
6276,2660,5638
-6028,7707,-4485
1075,-11771,13295
4792,6375,2335
-6729,4161,-2473
3407,-11264,14247
2811,9340,-820
-6812,213,378
5245,-9539,14011
710,-8206,-3378
-5914,11766,3675
6390,-5500,12576
-1491,-5016,-5054
-4332,11654,7029
6825,-8798,10384
-3795,-1146,8917
-2305,10341,-5563
6628,-10967,11387
-5496,2793,5570
-95,7662,-4447
5610,-11630,13339
-6412,6383,2254
2314,4114,-2439
3384,-11238,14190
2837,9350,-849
-6850,246,401
5216,-9463,13927
697,11173,-3420
-5921,-3772,3701
6349,-6666,12527
-1565,11746,-5050
-4268,-7192,7098
6781,-3094,10281
-3832,11063,-5645
-2344,-9996,10067
6692,809,7353
-5494,9117,-5124
-51,7689,12484
5572,-11756,3986
-6416,6454,-3591
2290,4137,13927
3793,-11275,656
-6869,9431,-1129
4402,301,14183
1814,-9570,13980
-6451,11209,-3379
5894,-3771,3735
-385,-6642,12584
-5170,11818,-5154
6674,-7360,7029
-2759,-3155,10166
-3358,11089,-5681
-2282,-10063,10080
6625,864,7276
-5486,9104,-5160
-51,-11563,12516
5561,4737,3906
-6430,5895,-3560
2330,-11657,13896
3774,8108,693
-6839,2271,-1111
4377,-10532,14233
1761,10417,-2166
-6469,-1810,2071
5885,-8171,13435
-366,11644,-4353
-5150,11792,5498
6656,-7203,11509
-2753,-2957,-5561
-3271,11022,8711
6827,-10036,10103
-4799,885,7297
-1202,9080,-5140
6246,-11529,12426
-6005,4644,3978
1101,5943,-3615
4778,-11689,13891
3822,8053,670
-6880,2298,-1172
4408,-10571,14205
1757,10420,-2190
-6501,-1816,2033
5915,-8182,13350
-412,11554,-4423
-5142,-5619,5482
6665,-4909,11543
-2743,11632,-5529
-3368,-8837,8655
6853,-1077,8898
-4776,10315,-5547
-1201,-10986,11432
6256,-11594,5698
-6050,4730,-4462
1136,5882,13417
4745,-11670,2268
-6732,8024,-2412
3405,2185,14271
2792,-10556,-841
-6799,10428,-2222
5221,-1645,2036
713,-8183,13338
-5861,11584,-4340
6361,-5611,5385
-1581,-4934,11566
-4341,11621,-5563
6783,-8833,8576
6817,-1125,8849
-4738,10314,-5607
-1235,-10971,11352
6220,2817,5642
-6028,7645,-4524
1110,-11780,13318
4751,6469,2164
-6714,4159,-2386
3459,-11082,14234
2811,9296,-855
-6791,163,460
5232,-9485,13977
713,11149,-3357
-5933,11614,3782
6343,-5634,12638
-1540,-4913,-5048
-4307,11642,7095
6816,-8842,10362
-3846,-1122,-5702
-2299,10496,10033
6628,-10919,11311
-5412,2732,5697
-49,7677,-4471
5590,-11786,13320
-6416,6431,2260
2272,4138,-2499
3822,-11257,14203
-6867,9352,-845
-6815,204,320
5221,-9521,13953
721,11296,-3361
-5913,-3668,3599
6339,-6775,12595
-1502,11801,-5113
-4346,-7292,6961
6812,-3172,10358
-3738,11177,-5746
-2406,-9863,9986
6665,749,7360
-5474,9104,-5099
-183,-11490,12395
5645,4556,4097
-6374,6304,-3644
2164,4250,13939
3883,-11339,830
-6864,9253,-1212
4361,361,14305
1848,-9577,-2077
-6506,11153,1937
5808,-3649,3512
-319,-6913,12694
-5193,11838,-5041
6618,-7258,6897
6804,-3268,10426
-3748,11241,-5741
-2370,-9983,9917
6664,704,7429
-5457,9410,-5177
-157,-11482,12301
5687,4472,4124
-6412,6153,-3699
2137,-11689,13841
3918,7878,819
-6859,2378,-1258
4306,-10587,14249
1904,10343,-2079
-6533,-1607,1876
5829,-8363,13530
-264,11654,-4270
-5316,11751,5290
6633,-7150,11753
-2605,-3268,-5490
-3486,11206,8485
6822,-9926,9118
-4686,619,-5585
-1359,9290,-5202
6305,-11495,12372
-5964,4443,4201
965,6360,-3673
4929,-11598,13839
-6641,7741,883
3236,2447,-1285
2937,-10631,14227
-6820,10204,-1986
-6552,-1476,1764
5790,-8423,13508
-146,11595,-4244
-5331,-5346,5096
6601,-5151,11719
-2518,11659,-5578
-3497,-8632,8368
6852,-1471,9095
-4662,10478,-5599
-1402,-10832,11121
6363,2437,6000
-5963,8100,-4666
847,-11784,13127
4970,-11741,2711
-6694,7644,-2741
3125,2702,14216
3091,-10761,-409
-6838,10195,16
5070,-1290,14131
1031,-8577,-3081
-6108,11636,-4097
6249,-5127,4908
-1168,-5476,11919
-4547,11748,-5448
6760,-8394,8194
-3546,-1757,9268
-2620,10563,-5588
6759,-10691,10937
6396,2203,6140
-5903,8128,-4736
740,-11755,13068
5055,5883,2808
-6638,4777,-2899
3036,-11473,14139
3160,8934,-349
-6863,927,-257
5010,-9982,14067
1154,10955,-2982
-6165,-3065,3073
6205,-7256,12891
-1121,11687,-4856
-4600,-6651,6487
6760,-8274,10837
-3412,-1878,-5616
-2700,10641,9525
6732,-10627,8016
-5200,1978,-5314
-546,8300,12084
5901,-11714,4689
-6310,5756,-3957
1824,4896,-2949
4227,-11476,14152
-6834,8869,-283
4016,1026,-244
4956,-9884,14139
1190,10873,-2979
-6188,-3030,3052
6164,-7320,12952
-1035,11800,-4869
-4699,-6671,6375
6790,-3832,10822
-3397,11595,-5651
-2729,-9564,9432
6729,-13,7997
-5232,9681,-5398
-564,-11367,12026
5921,3903,4677
-6304,6718,-4010
1814,-11769,13723
4229,7435,1318
-6857,3092,-1706
3976,1171,14252
2241,-10019,-1545
-6646,10909,1323
5620,-2887,13703
124,-7381,-3948
-5528,11813,4724
6517,-6623,12089
-2219,-4020,10853
-3788,11411,-5630
6828,-9536,9389
-4376,-111,8097
-1710,9708,-5387
6440,-11332,11973
-5806,3802,4763
564,6790,-4079
1695,-11788,13679
4296,7271,1375
-6851,3201,-1776
3946,-10746,14266
2290,9890,-1551
-6715,-829,1196
5570,-8903,13702
219,11464,-3929
-5610,-4732,4564
6529,-5850,12128
-2084,11724,-5351
-3843,-8120,7828
6884,-2121,9671
-4302,10772,-5653
-1802,9891,10711
6469,-11370,6576
-5771,3696,-4813
498,6908,12951
5224,-11827,3185
-6604,7236,-3054
2853,3228,-1818
3358,-10960,14219
-6879,9904,-1465
4831,-697,1199
1276,-8921,13726
-6204,11404,-3858
6114,-4669,4548
-896,-5878,12160
-2083,11767,-5372
-3890,-8044,7772
6893,-2176,9680
-4291,10806,-5711
-1814,-10386,10656
6513,1753,6509
-5739,8444,-4888
442,-11663,12855
5261,5434,3252
-6596,5223,-3180
2787,-11535,14070
3426,8555,56
-6897,1446,-538
4756,-10153,14039
1394,10596,-2709
-6288,11289,2754
6079,-4526,13093
-847,-5981,-4645
-4825,11731,6106
6755,-7965,11104
-3156,-2304,-5621
-2946,10838,-5663
6798,-10436,10613
-5051,1601,6680
-817,8779,-4848
6053,-11602,12823
5278,5289,3352
-6564,5292,-3162
2665,-11582,14066
3439,8500,117
-6902,1509,-590
4741,-10203,14176
1415,10729,-2662
-6339,-2428,2654
6078,-7591,13147
-807,11658,-4679
-4911,-6287,6017
6708,-4280,11151
-3160,11493,-5642
-2970,-9289,9152
6814,-408,8329
-5046,10092,-5414
-768,-11157,11735
6033,-11659,5072
-6191,5280,-4199
1534,5356,13587
4469,-11589,1753
-6773,8497,-2037
3765,1560,14297
2485,-10238,-1244
-6749,10728,-2597
5444,-2404,2598
413,-7701,13258
-5736,11703,-4632
6481,-6207,5920
-1908,-4398,11240
-4035,11549,-5631
6868,-9217,8987
-4101,-622,8521
-4964,10077,-5473
-931,-11174,11653
6118,3297,5247
-6165,7266,-4300
1416,-11734,13455
4580,6737,1810
-6750,3665,-2104
3648,-11078,14191
2604,9605,-1130
-6722,-267,777
5389,-9197,13833
475,11271,-3622
-5781,-4180,4137
6419,-6030,12390
-1804,-4528,-5221
-4125,11555,7406
6858,-8954,9945
-4057,-768,-5670
-2092,10012,10349
6559,-11065,11574
-5614,3148,5340
166,7336,-4322
5426,-11764,13444
-6489,6724,1996
2445,3801,-2220
3654,-11141,14267
-6858,9534,-1078
4595,-161,685
5366,-9290,13884
511,11322,-3590
-5854,-4010,3976
6442,-6410,12412
-1732,11782,-5173
-4175,-7617,7336
6825,-2801,10149
-3977,11050,-5698
-2197,-10187,10303
6610,1124,7122
-5596,8953,-5072
87,-11625,12579
5498,4860,3768
-6476,5795,-3407
2406,3912,13965
3688,-11205,539
-6847,9508,-961
4525,16,14212
1668,-9364,-2337
-6445,11241,-3507
5930,-3748,3987
-527,-6375,12437
-5066,11699,-5162
6704,-7501,7282
-2868,-2790,10117
-3220,11022,-5679
-2146,-10190,10229
6613,1119,7094
-5568,8942,-5081
94,-11623,12588
5490,4907,3734
-6512,5765,-3480
2446,-11728,13983
3666,8239,505
-6854,1982,-958
4507,-10471,14239
1649,10506,-2338
-6436,-1917,2233
5930,-8041,13328
-514,11646,-4393
-5093,-5829,5620
6667,-4746,11491
-2850,11600,-5565
-3236,11104,8780
6843,-10192,8773
-4864,1046,-5528
-1123,9022,11502
6184,-11543,5486
-6102,4845,-4437
1270,5786,-3511
4691,-11632,13946
-6780,8117,534
3475,2070,-1063
2744,-10466,14199
-6825,10481,-2311
5286,-1921,2122
679,-8120,13280
-454,11736,-4387
-5107,-5623,5478
6640,-4878,11486
-2784,11586,-5539
-3297,-8886,8671
6822,-1065,8843
-4809,10298,-5564
-1226,-11002,11450
6236,2843,5640
-6047,7602,-4455
1162,-11783,13382
4765,6472,2204
-6738,4016,-2409
3444,-11162,14315
2795,-10476,-820
-6830,10381,439
5263,-1792,14008
758,-8227,-3377
-5965,11663,3713
6374,-5611,12643
-1549,-4967,-5103
-4321,11883,6854
6847,-8710,8483
-3763,-1276,8951
-2371,10376,-5605
6670,-10916,11266
-5456,2652,5731
-154,7776,-4555
5648,-11780,13269
-6436,6367,2344
-6753,4274,-2619
3346,-11394,14187
2921,9295,-702
-6810,347,267
5157,-9641,13975
804,11080,-3263
-5948,-3548,3612
6335,-6882,12723
-1434,11791,-4974
-4411,-7127,6887
6831,-3347,10535
-3687,11244,-5676
-2485,-9871,9887
6695,523,7573
-5399,2541,-5232
-309,7954,12258
5739,-11731,4201
-6386,6099,2547
2074,4476,-2676
4000,-11344,14152
-6848,9064,-531
4203,688,39
1971,-9718,13961
-6625,11056,-3141
5738,-3216,3346
6284,-7020,12737
-1280,11754,-4943
-4534,-6951,6638
6775,-3515,10650
-3597,11309,-5686
-2564,-9783,9727
6710,347,7729
-5318,9478,-5275
-387,-11437,12207
5811,4253,4344
-6344,6379,-3833
2006,-11746,13871
4068,7618,1097
-6853,2711,-1486
4148,-10736,14287
2062,10110,-1807
-6612,-1189,1573
5732,-3137,13565
-66,-7184,-4085
-5403,11766,4923
6593,-6860,11892
-2374,-3648,-5449
-3620,11305,8175
6853,-9739,9310
-4515,270,7771
-1595,9550,-5340
6391,-11302,12170
-5891,4094,4347
750,6454,-3853
5035,-11722,13755
-6708,7533,1146
-6859,2830,-1547
4109,-10741,14215
2107,10133,-1798
-6609,-1197,1533
5711,-8608,13607
9,11557,-4078
-5432,-5071,4780
6577,-5659,11826
-2300,11727,-5370
-3670,-8379,8122
6853,-1778,9418
-4492,10662,-5625
-1602,-10695,10981
6418,2163,6231
-5902,8198,-4722
710,6654,13016
5074,-11835,2873
-6633,7441,-2863
3001,2905,14152
3118,-10849,-312
-6882,10085,-172
4965,-1091,14095
1127,-8711,13652
-6169,11649,-4008
6233,-4885,4724
-1083,-5655,11970
-4650,11745,-5439
6798,-8307,8031
-3437,-1859,9484
-2751,10657,-5658
-1670,-10653,10881
6455,2040,6234
-5809,8166,-4796
707,-11730,13065
5139,5761,2923
-6636,4839,-2877
2953,-11476,14185
3206,8854,-208
-6862,989,-229
4945,-9976,14074
1187,10864,-2889
-6152,-2863,3105
6176,-7313,12943
-1078,11735,-4781
-4708,11761,6398
6768,-8206,10883
-1007,-5790,12059
-4689,11729,-5365
-3768,-8176,7955
6852,-1979,9574
-4383,10735,-5655
-1700,-10557,10877
6471,1991,6341
-5854,8290,-4767
606,-11718,12972
5175,5646,3018
-6599,4991,-3001
2916,-11473,14135
3268,8742,-140
-6894,1349,-356
4881,-10028,14038
1228,10780,-2835
-6222,-2838,2891
6154,-7443,13004
-991,11770,-4787
-4759,-6576,6260
6774,-8151,10941
-3292,-2112,-5672
-2825,10788,9350
6786,-10557,8129
-5167,1853,-5418
-680,8378,11991
5989,-11689,4787
-6273,5563,3118
1685,5086,-3024
4325,-11525,14113
-6832,8715,-30
3903,1282,-402
2334,-10007,14147
-6700,10779,-2814
5603,-2774,2852
231,-7522,13066
-929,11721,-4742
-4817,-6493,6199
6767,-4084,11017
-3207,11487,-5656
-2904,-9338,9256
6786,-277,8152
-5062,9784,-5369
-721,-11235,11820
6014,3572,4913
-6224,6982,-4148
1594,-11798,13584
4421,7102,1606
-6823,3375,-1927
3772,-10986,14225
2378,-10145,-1411
-6714,10760,1009
5498,-2453,13728
347,-7815,-3732
-5683,11688,4324
6442,-6212,12218
-1979,-4311,-5210
-3981,11490,-5584
6827,-9227,9129
-4125,-490,8368
-1968,9952,-5417
6586,-11174,11742
-5724,3448,5129
289,7292,-4189
5402,-11720,13534
4459,6866,1838
-6761,3588,-2061
3703,-11051,14236
2518,9691,-1209
-6727,-356,836
5442,-9172,13811
433,11348,-3684
-5811,-4092,4256
6472,-6083,12309
-1930,11726,-5253
-4071,-7770,7519
6827,-2544,9899
-4129,10933,-5696
-2018,-10343,10435
6603,-11186,6845
-5680,3356,-4997
259,7197,12778
5387,-11807,3465
-6567,6909,-3306
2600,3595,14078
3567,-11062,14301
-6903,9654,-1211
4688,-358,886
1488,-9196,13838
423,11369,-3652
-5769,-4174,4191
6439,-6183,12299
-1874,11708,-5230
-4027,-7778,7542
6829,-2549,9915
-4107,10930,-5663
-1967,-10354,10473
6555,1429,6825
-5673,8742,-4983
257,-11656,12717
5391,5192,3471
-6518,5486,-3326
2603,-11486,14043
3569,8426,190
-6881,1648,-744
4658,-10278,14172
1501,10629,-2514
-6440,-2288,2398
5995,-4053,13154
-630,-6212,-4603
-4954,11712,5864
6740,-7706,11271
-3022,-2633,-5568
-3141,10982,8992
6830,-10302,8570
-4949,1274,6952
-954,8855,-4993
6133,-11634,12697
-6140,5081,3592
1376,5780,-3324
4543,-11568,13937
-6714,8238,420
-6868,1859,-801
4584,-10357,14205
1596,10589,-2428
-6386,-2159,2376
6000,-7914,13270
-631,11714,-4530
-5019,-5965,5731
6702,-4508,11282
-2956,11509,-5667
-3134,-9132,8902
6838,-734,8543
-4909,10107,-5534
-976,-11140,11614
6188,-11638,5320
-6143,5025,-4366
1346,5657,13449
4602,-11534,1943
-6769,8225,-2207
3584,1874,14245
2637,-10380,-1035
-6771,10514,640
5368,-2053,2303
568,-8028,13359
-5849,11685,-4460
6426,-5857,5652
-1701,-4757,11388
-4233,11443,-5617
6863,-8951,8855
-3946,-941,8710
-4843,10182,-5489
-1134,-11031,11499
6227,2957,5532
-6092,7526,-4393
1184,-11781,13382
4717,6546,2168
-6763,4035,-2399
3469,-11226,14190
2783,9427,-961
-6815,260,483
5270,-9365,13901
684,11162,-3472
-5927,-3837,3779
6349,-6574,12544
-1555,-4907,-5135
-4284,11638,7078
6853,-8878,10307
-3862,-1052,-5718
-2337,10170,10129
6677,-10958,11438
-5538,2824,5595
-61,7591,-4449
5576,-11781,13371
-6482,6493,2242
2315,4077,-2372
3785,-11259,14235
2763,9383,-833
-6839,406,477
5297,-9429,13897
719,11090,-3350
-5937,-3761,3762
6365,-6654,12541
-1549,11773,-5074
-4291,-7352,7078
6809,-3009,10277
-3843,11145,-5724
-2321,-10085,10074
6662,931,7260
-5514,9228,-5132
-42,-11563,12403
5538,4677,3907
-6476,5977,-3578
2299,-11688,13909
3813,-11242,651
-6876,9396,-1142
4406,324,14171
1749,-9490,-2208
-6465,11122,2066
5904,-3745,13355
-398,-6681,-4319
-5194,11812,-5108
6671,-7385,7163
-2777,-3037,10309
-3289,11281,-5609
6895,-9933,10114
-4754,825,7288
-1173,9075,-5079
-32,-11565,12486
5600,4668,3920
-6433,5966,-3526
2321,-11670,13961
3803,8025,637
-6867,2202,-1087
4436,-10520,14242
1785,10433,-2238
-6506,-1612,1979
5908,-8134,13271
-402,11569,-4344
-5172,-5635,5406
6640,-4881,11461
-2746,11482,-5576
-3286,-8812,8632
6864,-10030,8805
-4843,917,-5556
-1195,9083,11396
6250,-11536,5590
-6069,4754,-4475
1118,5919,13370
4757,-11693,13978
-6724,8054,637
3432,2180,-1056
2834,-10525,14260
-6811,10442,-2177
5298,-1831,2088
709,-8176,13379
-5967,11578,-4370
-5174,-5629,5495
6631,-4912,11560
-2735,11640,-5558
-3338,-8814,8635
6856,-1139,8892
-4807,10351,-5581
-1233,-10960,11351
6252,2783,5646
-6064,7719,-4504
1084,-11779,13298
4779,6506,2270
-6733,4225,-2466
3369,-11234,14201
2792,-10534,-825
-6806,10395,382
5228,-1766,13942
743,-8215,-3346
-5957,11634,3693
6361,-5634,5404
-1552,-4914,11580
-4339,11586,-5581
6855,-8815,8642
-3813,-1170,8912
-2361,10308,-5525
6675,-10966,11343
-5482,2701,5728
-6024,7748,-4499
1094,-11814,13298
4836,6330,2360
-6729,4247,-2506
3335,-11314,14172
2859,9211,-720
-6800,436,282
5210,-9608,13961
810,11092,-3264
-6028,-3580,3528
6325,-6842,12691
-1445,11826,-5040
-4430,-7191,6852
6821,-3319,10455
-3715,11247,-5717
-2433,-9799,9879
6693,480,7418
-5410,2461,-5152
-224,7839,12295
5668,-11726,4179
-6408,6151,-3693
2140,4415,13868
3927,-11361,897
-6873,9185,-1295
4273,536,212
1915,-9676,14019
-6572,11087,-3208
5804,-3266,3572
-149,-6778,12731
-5290,11727,-4999
6651,-7042,6852
6819,-3369,10521
-3669,11253,-5680
-2520,-9821,9813
6711,421,7592
-5415,9376,-5247
-275,-11478,12196
5743,4251,4228
-6367,6251,-3714
2096,-11727,13791
3989,7728,961
-6858,2573,-1395
4256,-10638,14268
1984,10214,-1967
-6626,-1437,1725
5781,-8482,13533
-156,-6975,-4207
-5362,11812,5099
6640,-6936,11738
-2509,-3492,-5434
-3516,11185,8325
6825,-9818,9153
-4625,424,7652
-1435,9395,-5219
6380,-11444,12272
-5930,4275,4307
841,6373,-3781
4984,-11767,13819
-6703,7723,1018
3165,2771,-1452
4181,-10752,14179
2057,10127,-1876
-6558,-1319,1671
5753,-8523,13506
-134,11536,-4168
-5355,-5228,5074
6586,-5290,11769
-2510,11688,-5460
-3517,-8570,8305
6903,-1514,9108
-4582,10411,-5617
-1424,-10722,11143
6332,2365,5970
-5927,7995,-4617
849,-11781,13141
5020,-11691,2700
-6653,7654,-2738
3130,2725,-1455
3072,-10632,14243
-6884,10178,-1886
5077,-1344,1673
1006,-8531,13557
-6110,11528,-4140
6242,-5242,5045
-1302,-5346,11832
-4504,11843,-5439
-3574,-8429,8277
6841,-1599,9205
-4583,10534,-5620
-1492,-10793,11069
6356,2370,6036
-5922,8017,-4679
853,-11774,13138
4994,6026,2648
-6689,4615,-2783
3168,-11398,14145
3130,8966,-476
-6860,706,24
5043,-9807,14058
1023,10996,-3102
-6105,-3257,3329
6312,-7037,12825
-1249,-5377,-4935
-4549,11724,6667
6824,-8383,10574
-3533,-1598,-5642
-2579,10500,9727
6712,-10771,7725
-5340,2318,-5220
-295,7988,12252
5773,-11738,13192
-6382,6078,2631
2068,4524,-2700
4043,-11377,14192
-6869,9111,-526
4199,844,110
2091,-9594,14002
-6529,10982,-3137
-6129,-3302,3355
6268,-7041,12770
-1245,11788,-4933
-4553,-6890,6683
6816,-3496,10631
-3575,11312,-5700
-2589,-9766,9718
6742,380,7686
-5347,9644,-5212
-314,-11304,12201
5747,4176,4359
-6394,6343,-3754
2011,-11752,13803
4062,7595,1097
-6846,9033,-1433
4221,705,14212
2012,-9755,-1869
-6579,11026,1646
5765,-3294,13567
-135,-7024,-4124
-5400,11949,4954
6620,-6917,6673
-2438,-3561,10647
-3560,11297,-5676
6846,-9802,9732
-4589,356,7702
-1531,9460,-5265
6365,-11471,12216
-5982,4254,4339
-6375,6398,-3823
2018,-11607,13834
4082,7701,967
-6887,2645,-1450
4184,-10695,14266
2019,10209,-1899
-6589,-1334,1674
5821,-8494,13517
-146,11519,-4144
-5322,-5162,5106
6611,-5364,11825
-2448,11676,-5432
-3606,-8486,8268
6858,-9784,9268
-4563,373,-5612
-1492,9461,11076
6414,-11455,12209
-5924,4211,4382
797,6639,-3724
5022,-11646,13745
-6646,7536,1116
3138,2794,-1442
3095,-10740,14243
-6822,10126,-1840
5090,-1247,1591
1018,-8608,13564
-102,11569,-4205
-5393,-5089,5037
6612,-5236,11784
-2465,11648,-5523
-3606,-8510,8289
6846,-1560,9239
-4574,10526,-5638
-1485,-10792,11058
6386,2313,6064
-5931,8091,-4695
834,-11656,13099
5020,6013,2613
-6689,4536,-2688
3162,-11374,14175
3045,9041,-439
-6864,697,30
5063,-1263,14078
1008,-8566,-3097
-6123,11577,3303
6246,-5029,12759
-1209,-5375,-4929
-4516,11669,6665
6808,-8445,10664
-3513,-1682,9321
-2642,10607,-5616
6714,-10735,11004
-5311,2195,6157
-464,8169,-4751
5838,-11786,13020
-6358,5777,2746
1951,4780,-2804
3072,-11448,14084
3105,8902,-358
-6852,869,-118
5014,-9863,14059
1065,10951,-3054
-6145,-3154,3184
6213,-7145,12872
-1208,11778,-4906
-4554,-6885,6557
6828,-3662,10707
-3553,11538,-5588
-2620,-9622,9653
6717,212,7818
-5319,2170,-5214
-393,8096,12211
5834,-11771,4415
-6355,5988,-3828
2010,4644,13810
4085,-11358,1104
-6856,8829,-1428
4143,732,53
2063,-9791,14027
-6619,10929,-3057
5743,-3235,3276
-46,-7052,12836
-5384,11758,-4934
6635,-6915,6627
-2417,-3570,10605
-3604,11389,-5668
-2604,-9657,9686
6708,268,7710
-5348,9485,-5244
-389,-11418,12169
5835,4219,4391
-6347,6455,-3858
1985,-11761,13715
4061,7583,1107
-6822,2863,-1496
4131,-10800,14233
2073,10125,-1776
-6620,-1212,1570
5763,-8608,13626
-53,11561,-4117
-5418,11799,4963
6612,-6893,11895
-2440,-3563,-5456
-3635,11332,-5625
6860,-9584,9711
-4504,245,7738
-1521,9436,-5215
6400,-11354,12158
-5924,4131,4414
849,6475,-3798
5017,-11725,13725
-6653,7530,1149
-6857,2800,-1526
4169,-10781,14239
2071,10160,-1812
-6620,-1101,1554
5705,-8676,13488
-27,11476,-4033
-5427,-5056,4904
6592,-5470,11827
-2375,11683,-5454
-3622,-8397,8152
6842,-1736,9288
-4507,10780,-5544
-1557,-10596,10954
6396,2114,6176
-5924,8116,-4676
748,-11729,13079
5048,5827,2820
-6667,7506,-2828
3017,2852,14138
3160,-10802,-344
-6844,10103,-114
4996,-1155,14072
1099,-8724,-2961
-6116,11545,-4039
6188,-4989,4902
-1167,-5534,11900
-4571,11689,-5403
6797,-8432,8174
-3512,-1694,9350
-2617,10602,-5661
6745,-10703,10989
6421,2079,6031
-5895,8103,-4610
799,-11728,13063
5024,5911,2744
-6652,4656,-2791
3116,-11394,14167
3061,9032,-464
-6876,774,3
5060,-9778,14045
985,11036,-3124
-6162,-3036,3380
6307,-6946,12779
-1299,11686,-4927
-4548,11677,6691
6781,-8481,10670
-3553,-1661,-5666
-2603,10570,9733
6726,-10772,7733
-5345,2340,-5261
-363,8092,12193
5828,-11769,13139
-6374,6028,2729
2006,4619,-2758
4061,-11418,14057
-6905,8835,-458
4165,792,74
2038,-9786,13986
-6608,10956,-3071
-6112,-3227,3321
6291,-7049,12781
-1228,11754,-4931
-4581,-6885,6668
6797,-3528,10610
-3555,11285,-5668
-2589,-9758,9695
6725,329,7735
-5351,9730,-5159
-365,-11306,12106
5745,4103,4432
-6363,6458,-3785
1985,-11745,13739
4069,7566,1083
-6823,8992,-1466
4160,726,14244
2037,-9791,-1806
-6623,11017,-3068
5756,-3080,3276
-78,-7049,12732
-5344,11674,-4876
6577,-6904,6651
-2466,-3530,10622
-3585,11224,-5628
6869,-9680,9753
-4550,346,7675
-5373,9426,-5223
-311,-11403,12222
5803,4260,4331
-6372,6357,-3790
1997,-11744,13800
4024,7800,1116
-6857,2734,-1465
4137,-10758,14282
2019,10225,-1864
-6600,-1296,1627
5714,-8581,13534
-93,11651,-4118
-5356,-5161,5003
6605,-5395,11819
-2480,11740,-5484
-3591,-8547,8261
6850,-1563,9240
-4616,272,-5531
-1486,9469,11050
6334,-11442,6073
-5956,4211,-4627
825,6375,13156
4987,-11749,2674
-6681,7653,-2724
3172,2676,-1456
3088,-10746,14280
-6904,10236,-1920
5038,-1326,1670
994,-8474,13577
-6089,11542,-4193
6311,-5240,5083
-1284,-5306,11803
-2513,11714,-5473
-3609,-8339,8354
6864,-1506,9154
-4569,10476,-5589
-1455,-10784,11145
6345,2432,5962
-5947,7986,-4606
899,-11735,13184
4936,6073,2583
-6666,4520,-2689
3183,-11361,14074
3065,8972,-572
-6811,646,138
5134,-1411,13983
938,-8460,-3168
-6037,11545,3427
6304,-5282,12764
-1336,-5306,-4984
-4475,11721,6773
6853,-8578,8329
-3655,-1479,9206
-2493,10523,-5598
6731,-10773,10990
-5406,2192,5939
-338,7992,-4571
5763,-11718,13119
-6378,5962,2677
2016,4612,-2732
3162,-11366,14161
3021,9040,-487
-6858,690,33
5087,-9770,14047
996,11124,-3121
-6114,-3218,3228
6280,-7157,12837
-1216,11786,-4907
-4582,-6904,6592
6792,-3663,10702
-3515,11364,-5688
-2621,-9594,9629
6755,270,7731
6744,90,7943
-5259,9562,-5294
-526,-11371,12091
5928,3952,4585
-6304,6629,-3911
1868,-11750,13726
4196,7437,1285
-6838,2940,-1641
4061,-10873,14250
2164,10052,-1746
-6653,10897,1422
5690,-3029,13678
78,-7307,-4007
-5543,11758,4779
6555,-6728,11992
-2266,-3792,-5395
-3742,11526,7987
6878,-9555,9357
-4398,48,-5577
-1632,9604,10867
6425,-11358,12070
-5858,3989,4591
662,6646,-3909
5123,-11788,13707
-6652,7430,1266
2966,2980,-1650
3199,-10812,14152
2232,9875,-1741
-6600,-937,1465
5665,-8698,13575
67,11459,-3979
-5509,-4946,4773
6569,-5594,11956
-2275,11916,-5345
-3723,-8164,8036
6866,-1907,9463
