Az
-31300
2392
-10146
-1000
-15475
-23897
-2917
-22638
6629
8869
25285
25448
31749
23109
-24182
382
32268
27103
29179
-21221
28250
8253
7542
641
14250
-11665
-20348
-7305
-11629
25101
13391
-2859
-27510
-886
-25491
27214
7178
6962
29702
-7082
-4492
7749
32689
14541
22810
-1303
7932
4107
16002
3097
-14216
-27706
10355
11542
-25049
18454
-17418
-3345
-30180
22083
31831
27622
24176
14829
10286
23861
-2240
10345
-19719
9556
15670
22889
-415
-8201
-27106
-16001
-10890
16998
-18439
-28354
-21645
-10473
-27048
-11328
26329
3883
-4210
-974
-31253
-26720
13409
-17554
-15854
25056
19808
29448
25526
-21221
29775
-29769
6661
-29871
-12320
30621
-27395
31894
-13440
-10871
12075
-13147
7820
16432
17511
-25113
17749
11439
4204
12956
19066
-1455
-27420
-31365
4177
27471
-15115
-10329
9418
-32134
23094
-18231
-3221
-4347
-13482
-2340
15455
-17990
27008
3250
28919
-18629
12508
299
31053
-9033
30667
-22178
-32262
-19550
-17327
20136
7062
-15862
15235
-25232
1696
4353
29272
-1329
10108
-2817
20675
32616
-20824
24192
-9284
6143
4531
-16373
-27587
-22627
-12731
12616
24988
-101
-28808
15184
28723
12956
20447
-25712
-6814
32351
10551
-12752
-23173
27813
12438
-12201
-29633
22792
12094
31645
15894
-17964
-31462
15834
-20293
-22518
29760
7028
-12743
15386
-350
28772
-27159
31429
24796
14559
13380
-24057
-32158
-3785
-21287
-2143
24235
-25595
7818
16274
-19988
24239
-4465
-15790
-12774
-2156
-22915
-22038
-25791
-30654
-30272
-17031
11365
19092
25170
-13668
-7243
-21747
12959
1995
27686
24800
7875
-14794
19176
-1584
27694
27547
25280
10117
-11227
-7484
-23052
9503
-30760
30403
