Tm,Ax,Ay,Az
11621,-364,-585,12082
11626,-342,-504,12345
11628,-341,-585,12015
11631,-238,-603,12122
11634,-339,-747,12224
11636,-334,-688,12145
11639,-310,-665,12090
11642,-360,-664,11880
11645,-410,-565,11663
11648,-309,-580,12114
11651,-304,-543,12241
11654,-360,-749,12343
11656,-410,-582,12317
11659,-344,-638,12068
11662,-364,-601,11946
11665,-345,-530,12074
11667,-324,-537,12199
11670,-360,-570,12221
11673,-367,-544,12323
11675,-363,-674,12401
11678,-373,-560,12165
11681,-407,-592,12160
11686,-411,-613,11763
11689,-296,-576,12268
11693,-353,-616,12326
11696,-331,-643,12256
11698,-345,-611,12262
11701,-309,-621,12235
11704,-330,-530,12110
11706,-296,-490,12063
11709,-333,-634,12133
11712,-339,-737,12283
11715,-338,-686,12234
11717,-278,-695,12328
11720,-376,-559,11988
11723,-340,-630,11894
11725,-311,-533,11986
11728,-400,-653,11958
11731,-326,-674,12139
11735,-241,-544,12147
11737,-362,-706,12075
11740,-414,-604,12090
11743,-391,-574,11947
11745,-371,-652,12308
11751,-367,-644,12292
11754,-335,-696,12280
11756,-371,-670,12191
11759,-371,-612,12117
11762,-281,-618,11869
11765,-368,-506,11804
11767,-368,-589,12221
11770,-302,-614,12239
11773,-332,-577,12280
11776,-352,-679,12235
11779,-333,-683,12012
11782,-414,-674,12024
11785,-366,-515,11474
11787,-324,-526,12233
11790,-330,-605,12321
11793,-381,-606,12324
11795,-256,-658,12234
11798,-351,-662,12247
11801,-359,-645,12162
11804,-362,-565,12212
11806,-379,-602,11896
11809,-310,-592,12151
11812,-284,-793,12250
11817,-379,-668,12290
11821,-271,-636,12191
11824,-406,-586,12067
11826,-343,-530,12272
11829,-303,-643,12149
11832,-300,-644,12198
11835,-299,-686,12308
11837,-333,-638,12291
11840,-368,-627,12055
11843,-374,-490,11948
11845,-365,-508,11973
11848,-321,-690,11961
11851,-350,-716,12177
11854,-316,-527,12274
11856,-263,-583,12116
11859,-294,-564,12153
11863,-367,-563,12122
11865,-374,-679,12069
11868,-359,-546,11942
11871,-257,-592,12213
11874,-340,-667,12225
11876,-377,-600,12215
11882,-343,-603,11900
11884,-340,-557,12315
11887,-320,-592,12167
11890,-394,-654,12071
