Tm,Ax,Ay,Az
6658,-464,-495,12196
6663,-321,-731,12125
6666,-509,-684,12117
6668,-446,-578,12139
6671,-490,-591,12118
6674,-477,-574,12142
6676,-526,-653,12041
6679,-445,-609,12143
6682,-518,-646,12143
6684,-453,-564,12136
6687,-517,-640,12121
6690,-404,-653,12193
6692,-409,-621,12162
6695,-481,-595,12137
6699,-421,-598,12118
6701,-402,-536,12121
6704,-456,-624,12133
6707,-454,-558,12117
6709,-388,-600,12137
6712,-485,-517,12086
6715,-439,-534,12075
6717,-377,-580,12092
6720,-480,-589,12207
6726,-424,-550,12061
6728,-455,-531,12144
6731,-413,-582,12212
6734,-481,-429,12161
6736,-434,-654,12164
6739,-380,-579,12210
6743,-539,-588,12113
6745,-447,-599,12130
6748,-390,-614,12165
6751,-483,-592,12050
6753,-387,-645,12066
6756,-384,-643,12149
6759,-406,-653,12145
6761,-486,-658,12162
6764,-504,-598,12157
6767,-468,-543,12164
6769,-507,-539,12140
6772,-503,-577,12165
6775,-476,-567,12079
6777,-393,-541,12042
6780,-494,-702,12115
6784,-341,-619,12145
6786,-544,-656,12076
6792,-553,-643,12141
6795,-469,-673,12084
6797,-454,-650,12172
6800,-423,-710,12187
6803,-414,-634,12181
6805,-572,-583,12156
6808,-382,-569,12117
6811,-520,-665,12121
6813,-458,-573,12140
6816,-531,-667,12106
6819,-427,-609,12108
6821,-403,-799,12220
6824,-526,-195,12126
6828,-535,-719,12004
6830,-534,-463,12158
6833,-842,-822,12149
6836,-618,-751,12187
6838,-665,-380,12087
6841,-442,-425,11977
6844,-519,-700,12263
6846,-264,-799,12212
6849,-308,-466,11896
6852,-309,-463,12673
6854,-345,-812,11862
6860,-387,-685,11808
6863,-485,-416,12315
6865,-432,-570,12160
6868,-368,-417,11959
6872,-398,-615,12097
6874,-422,-472,12191
6877,-372,-854,11979
6880,-435,-586,12296
6882,-284,-595,12178
6885,-497,-309,12212
6888,-430,-586,12047
6890,-454,-478,12256
6893,-445,-661,12229
6896,-426,-527,12163
6898,-437,-515,12183
6901,-296,-540,12163
6904,-411,-584,12133
6906,-445,-633,12218
6909,-478,-583,12070
6913,-459,-567,12094
6915,-396,-636,11999
6918,-376,-659,12054
6921,-364,-676,12093
6926,-383,-688,12086
6929,-427,-584,12122
6932,-469,-638,12094
6934,-459,-669,12126
6937,-422,-697,12168
6940,-387,-734,12166
6942,-412,-690,12183
6945,-401,-691,12197
6948,-396,-597,12163
6950,-459,-609,12126
6953,-494,-611,12146
6957,-501,-657,12126
6959,-492,-640,12068
6962,-453,-600,12068
6965,-442,-630,11978
6967,-420,-633,12017
6970,-462,-460,12078
6973,-465,-804,12186
6975,-398,-479,12195
6978,-575,-409,12075
6981,-325,-721,12157
6983,-530,-637,12106
6986,-487,-471,12143
6992,-393,-522,12104
6994,-433,-601,12173
6998,-427,-607,12205
7001,-488,-636,12214
7003,-414,-534,12205
7006,-400,-553,12168
7009,-436,-508,12135
7011,-485,-630,12204
7014,-398,-527,12139
7017,-433,-488,12176
7019,-308,-577,12108
7022,-527,-621,12065
7025,-334,-478,12053
7027,-427,-674,12121
7030,-420,-580,12040
7033,-470,-634,12113
7035,-459,-566,12105
7038,-480,-583,12091
7042,-436,-567,12118
7044,-384,-572,12115
7047,-417,-523,12085
7050,-444,-657,12119
7052,-519,-563,12160
7055,-485,-600,12142
7061,-432,-549,12154
7063,-404,-574,12121
7066,-393,-547,12174
7069,-441,-553,12108
7071,-441,-536,12069
7074,-535,-641,12135
7077,-445,-609,12112
7079,-435,-596,12184
7083,-476,-588,12094
7086,-510,-584,12140
7088,-433,-631,12079
7091,-468,-576,12113
7094,-512,-636,12119
7096,-441,-636,12132
7099,-465,-521,12098
7102,-474,-632,12132
7104,-476,-639,12182
7107,-499,-614,12131
7110,-424,-618,12105
7112,-496,-600,12171
7115,-432,-688,12322
7118,-554,-576,12091
7120,-486,-637,12185
7127,-447,-611,12158
7130,-485,-652,12140
7132,-443,-643,12026
7135,-436,-571,12143
7138,-481,-680,12151
7140,-458,-618,12163
7143,-456,-723,12019
7146,-432,-658,12089
7148,-395,-634,12097
7151,-431,-655,12112
7154,-416,-613,12152
7156,-347,-639,12190
7159,-416,-652,12112
7162,-405,-576,12160
7164,-398,-687,12132
7168,-450,-643,12163
7171,-431,-592,12207
7173,-428,-618,12211
7176,-435,-595,12166
7179,-386,-599,12115
7181,-462,-611,12135
7184,-380,-612,12080
7187,-457,-575,12098
7192,-373,-517,12113
7195,-373,-636,12094
7198,-399,-603,12145
7200,-395,-578,12161
7203,-373,-654,12144
7206,-454,-596,12177
7208,-367,-585,12150
7212,-374,-609,12128
7215,-320,-627,12173
7217,-401,-558,12196
7220,-462,-602,12077
7223,-372,-612,12094
7225,-428,-623,12157
7228,-404,-629,12094
7231,-426,-544,12103
7233,-477,-558,12192
7236,-460,-544,12189
7239,-449,-645,12284
7241,-402,-555,12192
7244,-484,-567,12127
7247,-492,-606,12168
7249,-479,-621,12155
7252,-434,-590,12105
7259,-456,-508,12055
7261,-450,-582,12033
7264,-397,-484,12089
7267,-499,-542,12145
7269,-471,-600,12249
7272,-424,-557,12273
7275,-414,-496,12262
7277,-485,-529,12123
7280,-453,-495,12130
7283,-407,-494,12188
7285,-523,-549,12189
7288,-429,-521,12160
7291,-424,-524,12082
7293,-383,-553,12077
7297,-384,-485,12140
7300,-378,-471,12130
7302,-530,-616,12183
7305,-450,-528,12161
7308,-419,-599,12120
7310,-413,-599,12151
7313,-445,-646,12147
7316,-459,-616,12153
7318,-441,-557,12161
7321,-398,-601,12152
7327,-469,-616,12095
7329,-407,-617,12014
7332,-460,-687,12034
7335,-425,-729,12138
7337,-538,-639,12182
7341,-527,-680,12108
7344,-445,-650,12081
7346,-568,-716,12202
7349,-487,-648,12075
7352,-682,-793,12128
7354,-510,-758,12137
7357,-553,-744,12123
7360,-490,-728,12053
7362,-463,-734,12015
7365,-497,-740,12066
7368,-489,-811,12118
7370,-499,-676,12145
7373,-485,-737,12150
7376,-575,-792,12092
7378,-530,-704,12107
7382,-524,-738,12142
7385,-489,-688,12114
7387,-495,-764,12126
7393,-488,-657,12118
7396,-551,-643,12079
7398,-438,-644,12078
7401,-446,-718,12012
7404,-493,-674,12061
7406,-491,-588,12163
7409,-513,-675,12174
7412,-485,-633,12145
7414,-473,-649,12105
7417,-524,-652,12186
7420,-403,-592,12146
7422,-438,-594,12233
7426,-364,-629,12180
7429,-422,-626,12079
7431,-460,-608,12150
7434,-422,-602,12108
7437,-445,-510,12056
7439,-412,-565,12116
7442,-447,-564,12095
7445,-365,-659,12156
7447,-432,-584,12168
7450,-469,-598,12177
7453,-387,-642,12216
7458,-460,-596,12151
7461,-459,-693,12171
7463,-438,-648,12152
7467,-401,-591,12120
7470,-518,-601,12162
7472,-471,-513,12096
7475,-417,-651,12052
7478,-406,-528,12054
7480,-492,-622,12056
7483,-400,-598,12150
7486,-490,-513,12161
7488,-431,-509,12234
7491,-471,-621,12165
7494,-455,-566,12219
7497,-431,-655,12204
7499,-526,-564,12117
7502,-489,-598,12167
7505,-437,-549,12089
7507,-444,-642,12144
7511,-473,-560,12075
7514,-477,-646,12104
7516,-504,-627,12078
7519,-441,-612,12112
7524,-427,-540,12232
7527,-437,-552,12220
7530,-525,-580,12153
7532,-439,-552,12175
7535,-416,-579,12142
7538,-465,-554,12111
7541,-391,-583,12126
7543,-482,-542,12118
7546,-384,-597,12004
7549,-402,-602,12070
7552,-382,-600,12047
7555,-450,-620,12135
7558,-510,-588,12099
7560,-458,-613,12192
7563,-452,-637,12177
7566,-469,-614,12194
7568,-431,-612,12153
7571,-404,-557,12148
7574,-472,-640,12163
7576,-428,-571,12144
7579,-538,-589,12157
7582,-468,-590,12148
7584,-460,-595,12076
7587,-500,-582,12176
7593,-490,-625,12163
7596,-481,-650,12142
7599,-549,-739,12148
7602,-416,-664,12151
7604,-568,-714,12137
7607,-473,-620,12156
7610,-419,-604,12025
7612,-496,-592,12081
7615,-519,-700,12027
7618,-417,-635,12095
7620,-453,-636,12013
7623,-455,-587,12138
7626,-421,-625,12094
7628,-440,-679,12088
7631,-391,-651,12176
7634,-502,-619,12149
7636,-470,-738,12121
7640,-450,-649,12177
7643,-394,-614,12137
7645,-435,-688,12197
7648,-440,-629,12198
7651,-442,-616,12175
7653,-371,-650,12110
7659,-401,-657,12047
7662,-435,-686,12102
7664,-396,-647,12185
7667,-374,-656,12064
7670,-428,-680,12040
7672,-458,-605,12097
7675,-432,-680,12108
7678,-400,-620,12129
7681,-443,-638,12090
7684,-397,-641,12141
7687,-387,-644,12149
7689,-461,-637,12127
7692,-375,-678,12144
7695,-460,-627,12085
7697,-462,-656,12202
7700,-459,-599,12215
7703,-475,-683,12182
7705,-453,-535,12162
7708,-492,-599,12095
7711,-498,-595,12161
7713,-500,-607,12179
7716,-507,-663,12182
7719,-413,-643,12144
7725,-522,-586,12075
7728,-456,-579,12147
7730,-468,-604,12083
7733,-466,-529,12110
7736,-472,-596,12130
7738,-463,-587,12149
7741,-511,-569,12108
7744,-425,-629,12159
7746,-412,-607,12124
7749,-486,-579,12162
7752,-454,-587,12175
7754,-485,-591,12137
7757,-480,-557,12192
7760,-435,-544,12176
7763,-533,-602,12173
7766,-463,-551,12130
7769,-471,-606,12096
7772,-409,-550,12117
7774,-407,-509,12211
7777,-421,-516,11964
7780,-481,-642,12384
7782,-428,-547,12025
7785,-558,-634,12108
7788,-334,-510,12189
7793,-429,-387,11868
7796,-511,-564,12177
7798,-510,-551,12239
7801,-522,-555,12163
7804,-532,-603,12183
7806,-305,-681,12075
7810,-499,-551,12109
7813,-398,-580,12218
7815,-576,-691,12276
7818,-369,-677,12140
7821,-324,-634,12209
7824,-444,-605,12097
7826,-436,-572,12105
7829,-374,-616,12094
7832,-482,-598,12166
7834,-512,-691,12099
7837,-539,-653,12155
7840,-502,-659,12148
7842,-517,-607,12118
7845,-451,-680,12031
7848,-476,-621,12119
7851,-458,-707,12102
7854,-434,-688,12054
7860,-429,-616,12137
7862,-429,-600,12098
7865,-472,-640,12103
7868,-454,-638,12157
7870,-472,-666,12169
7873,-414,-663,12117
7876,-451,-641,12126
7878,-432,-681,12115
7881,-438,-664,12164
7884,-404,-659,12102
7886,-497,-662,12089
7889,-399,-643,12136
7892,-476,-584,12094
7895,-444,-657,12155
7898,-492,-693,12092
7901,-470,-672,12090
7903,-456,-618,12087
7906,-481,-681,12070
7909,-420,-649,12136
7911,-378,-661,12123
7914,-498,-617,12127
7917,-460,-647,12130
7919,-398,-667,12128
7925,-440,-627,12148
7928,-465,-600,12137
7930,-489,-604,12146
7933,-465,-610,12161
7937,-454,-670,12144
7939,-347,-576,12123
7942,-438,-624,12093
7945,-477,-536,12132
7947,-458,-670,12196
7950,-462,-601,12066
7953,-435,-652,12152
7955,-479,-602,12145
7958,-473,-658,12221
7961,-465,-559,12178
7963,-449,-572,12130
7966,-418,-540,12149
7969,-373,-567,12116
7971,-463,-558,12177
7974,-398,-522,12140
7977,-464,-575,12119
7980,-384,-629,12191
7983,-517,-530,12157
7986,-452,-588,12124
7991,-482,-561,12173
7994,-531,-536,12204
7996,-441,-537,12151
7999,-450,-607,12116
8002,-452,-537,12132
8004,-529,-560,12178
8007,-470,-642,12150
8010,-470,-600,12084
8012,-469,-601,12166
8015,-489,-571,12149
8018,-485,-543,12052
8022,-441,-588,12185
8024,-382,-524,12185
8027,-443,-580,12156
8030,-373,-637,12128
8032,-477,-627,12136
8035,-510,-578,12138
8038,-534,-611,12101
8040,-451,-558,12177
8043,-463,-611,12100
8046,-413,-581,12165
8048,-485,-665,12122
8051,-539,-634,12130
8054,-467,-596,12195
8059,-394,-620,12136
8062,-470,-560,12142
8065,-440,-609,12148
8068,-488,-601,12115
8071,-494,-608,12168
8073,-432,-589,12075
8076,-417,-655,12051
8079,-467,-648,12097
8082,-544,-606,12105
8084,-461,-636,12146
8087,-433,-645,12137
8090,-447,-629,12091
8092,-412,-654,12102
8095,-448,-631,12146
8098,-460,-654,12157
8100,-430,-692,12118
8103,-507,-647,12152
8107,-413,-616,12103
8109,-428,-656,12055
8112,-490,-640,12113
8115,-377,-596,12098
8117,-500,-633,12095
8120,-455,-581,12081
8126,-523,-610,12103
8128,-446,-640,12152
8131,-429,-640,12166
8134,-505,-683,12125
8136,-422,-657,12110
8139,-495,-643,12192
8142,-501,-661,12176
8144,-488,-571,12099
8147,-479,-568,12166
8151,-382,-662,12101
8153,-479,-702,12142
8156,-461,-614,12100
8159,-444,-663,12111
8161,-467,-651,12130
8164,-400,-654,12123
8167,-430,-589,12144
8169,-465,-611,12120
8172,-440,-670,12166
8175,-450,-601,12144
8177,-516,-588,12129
8180,-495,-523,12089
8183,-517,-586,12175
8185,-417,-634,12138
8192,-495,-580,12116
8195,-464,-552,12137
8197,-484,-576,12111
8200,-469,-609,12085
8203,-482,-643,12150
8205,-482,-584,12159
8208,-417,-656,12183
8211,-475,-589,12070
8213,-436,-573,12095
8216,-438,-588,12116
8219,-506,-663,12080
8221,-476,-583,12157
8224,-397,-645,12157
8227,-423,-560,12182
8229,-513,-564,12118
8232,-527,-605,12150
8236,-480,-544,12107
8238,-507,-530,12182
8241,-496,-591,12133
8244,-501,-562,12162
8246,-519,-587,12146
8249,-509,-552,12117
8252,-413,-555,12105
8257,-425,-575,12069
8260,-461,-608,12121
8262,-434,-589,12068
8265,-409,-608,12104
8268,-417,-590,12232
8270,-444,-561,12184
8273,-502,-610,12120
8276,-442,-626,12089
8279,-447,-618,12133
8282,-433,-585,12173
8285,-449,-669,12162
8288,-452,-603,12095
8290,-443,-514,12121
8293,-436,-652,12133
8296,-445,-593,12125
8298,-428,-596,12156
8301,-459,-625,12080
8304,-455,-618,12148
8306,-425,-631,12115
8309,-458,-653,12073
8312,-441,-643,12145
8314,-500,-666,12156
8317,-414,-648,12116
8321,-459,-672,12108
8326,-425,-630,12183
8329,-452,-606,12133
8331,-507,-618,12130
8334,-443,-591,12151
8337,-472,-643,12133
8339,-445,-627,12128
8342,-447,-650,12109
8345,-453,-642,12095
8347,-421,-625,12163
8350,-445,-613,12150
8353,-518,-708,12136
8356,-451,-621,12144
8358,-458,-635,12112
8361,-452,-649,12080
8365,-420,-678,12105
8367,-447,-702,12146
8370,-481,-645,12108
8373,-466,-628,12147
8375,-467,-648,12152
8378,-468,-627,12184
8381,-503,-594,12180
8383,-479,-627,12085
8386,-376,-640,12140
8391,-491,-647,12108
8394,-405,-696,12161
8397,-465,-627,12140
8400,-436,-600,12105
8402,-387,-621,12132
8406,-456,-632,12143
8409,-438,-611,12146
8411,-520,-612,12188
8414,-409,-656,12087
