Tm,Ax,Ay,Az
Tm,Ax,Ay,Az
12960,-282,1793,16289
12963,376,-251,7001
12966,-873,-1755,9296
12968,-83,211,11976
12972,781,-1975,12801
12978,-619,1035,6804
12980,-1649,-1749,14378
12983,-194,-1339,9333
12986,-1594,-1877,7488
12989,-272,-1449,22582
12991,970,-912,12659
12994,-818,-1055,13181
12997,-238,739,7699
12999,-869,-2178,3695
13002,-1072,987,13737
13005,399,533,14786
13007,-1624,-1506,15196
13010,-347,2103,14840
13014,-246,-1164,5979
13017,-732,-1397,11042
13019,-340,-417,5530
13022,752,-3056,16916
13025,849,-900,19489
13027,-936,1042,5871
13030,-1890,-2102,13144
13033,9,237,9332
13035,-1258,-973,8273
13038,-701,-2135,22072
13044,-910,830,10970
13046,79,659,8753
13049,-626,-1224,1891
13052,-1052,-671,14809
13054,584,567,16524
13058,-786,-1000,13772
13061,-556,1299,17257
13064,260,852,7596
13066,-1583,-1798,8069
13069,-123,1171,15777
13072,-568,-2598,13315
13074,-445,-153,14673
13077,-342,-1089,5250
13080,-992,-2293,11695
13082,163,-1748,9835
13085,-1046,-685,8967
13088,-762,-2148,21137
13091,-48,106,13007
13093,-569,187,6786
13096,-641,-65,12656
13100,-466,-684,3885
13102,-935,-2305,17882
13108,-1588,-477,11961
13111,-855,-1841,16034
13113,303,-485,6267
13116,-948,-1797,9490
13119,-121,-476,17924
13121,750,-2248,12772
13124,-635,28,18331
13127,-231,-787,5055
13129,-875,-2566,10068
13132,228,-1343,10225
13135,-584,-451,9753
13138,-951,-2275,20538
13140,-916,595,13182
13144,928,-470,6001
13147,-645,-399,12594
13149,-523,-598,4570
13152,-109,-3085,16905
13155,971,-830,19854
13157,-1032,-2487,10138
13160,-1477,0,17168
13163,-79,484,8472
13165,103,-1651,7345
13168,-812,-1609,23407
13215,-959,-865,8510
13218,-654,-2169,21464
13220,-964,-66,13009
13223,-715,297,7094
13227,-607,2,12555
13229,-494,-337,10796
13232,616,-2071,17828
13235,-996,-471,19775
13238,-1061,979,7591
13240,-2042,-1411,15119
13243,-175,693,8064
13246,-1745,-1753,7788
13248,-144,-1283,22449
13251,974,-1115,12709
13254,-824,92,13056
13256,127,-326,6915
13259,-749,-3257,4527
13262,-1642,484,12132
13265,113,495,14386
13267,-1406,-1701,16546
13271,-297,1765,16451
13274,391,-1198,6485
13276,-996,-1224,11344
13282,-330,-2648,17533
13285,998,-789,19437
13287,-919,-2186,11278
13290,-1098,-88,16800
13293,26,610,8478
13295,-1526,-1710,7513
13298,-345,-1496,22231
13301,885,-1230,12803
13304,138,653,12515
13306,130,816,8306
13309,-709,-1017,2557
13313,-1521,938,14086
13315,378,584,15455
13318,-1118,-1370,14961
13321,-343,1406,16925
13323,390,-1401,5807
13326,-1205,-1544,10745
13329,-210,-198,14303
13332,747,-2747,13672
13334,-339,-973,19354
13337,-927,1097,5574
13340,-1788,-2190,12501
13345,-1940,-1548,7458
13348,-486,-854,20543
13351,969,-1754,12725
13353,-733,1009,10647
13357,-8,-553,5737
13360,-879,-1842,2513
13362,-1609,-945,10816
13365,-190,-44,11554
13368,-1274,-2044,18075
13371,-521,419,13749
13373,233,-1100,5805
13376,-838,-841,12183
13379,-402,-332,8811
13381,440,-3249,15718
13384,446,-899,18725
13387,-781,935,5418
13389,-1496,-2373,10737
13392,-228,-406,9377
13395,-1843,-1435,7415
13399,-450,-1800,22403
13401,217,-1284,12688
13404,-742,1067,9324
13410,-1057,-2317,5339
13412,-612,-294,9569
13415,125,647,8972
13418,-1394,-1852,17031
13420,-226,1671,14207
13423,-590,-1217,6197
13426,-606,-1014,11739
13429,-414,-571,4723
13431,-943,-2463,17820
13434,942,-553,19831
13437,-1024,1022,7088
13440,-2078,49,17146
13443,-115,200,8102
13446,-1712,-1961,7608
13449,-202,-1316,23053
13451,1049,-1028,12662
13454,-838,253,12794
13457,893,702,7305
13459,-677,-3231,4123
